Rank,SchoolName,Grades,District,StudentCount,FreeDiscLunch,AverageScore,Rank2016
1820,Pinole Middle,7-8,West Contra Costa Unified,573,67.4,25.7,26
1821,Downtown College Prep - Alum Rock,6-12,Santa Clara County Office Of Education,580,84.3,25.7,23.2
1822,Shasta Lake,K-8,Gateway Unified,630,76.2,25.7,19
1823,Colton Middle,7-8,Colton Joint Unified,1021,88.3,25.7,22.1
1824,Will Rogers Middle,6-8,San Juan Unified,723,66.1,25.6,25.8
1825,Valley Home Elementary,K-8,Valley Home Joint Elementary,147,51.7,25.6,21
1826,Rancho Medanos Junior High,6-8,Pittsburg Unified,922,82.1,25.6,21.4
1827,March Middle,6-8,Val Verde Unified,795,87.2,25.5,25.6
1828,Delhi Middle,7-8,Delhi Unified,407,81.1,25.5,20.3
1829,Winton Middle,7-8,Hayward Unified,513,89.1,25.4,21.3
1830,Rivera Middle,6-8,El Rancho Unified,773,76.6,25.4,24.1
1831,Lichen K-8,K-8,San Juan Unified,616,68.5,25.4,25.6
1832,Greenfield Middle,6-8,Cajon Valley Union,700,83.1,25.4,23.3
1833,Alpine Elementary,K-8,Keppel Union Elementary,430,87.0,25.4,21.5
1834,Delta Charter Online,K-12,New Jerusalem Elementary,334,54.5,25.4,27.8
1835,Leroy Greene Academy,K-12,Natomas Unified,601,55.1,25.3,20.7
1836,Del Dios Academy of Arts and Sciences,6-8,Escondido Union,815,76.0,25.3,19.4
1837,Mission Middle,6-8,Escondido Union,919,83.7,25.3,19.1
1838,Redding Collegiate Academy,K-8,Enterprise Elementary,40,37.5,25.3,20
1839,Mary P. Henck Intermediate,6-8,Rim Of The World Unified,825,51.0,25.2,24.2
1840,Ishi Hills Middle,6-8,Oroville City Elementary,285,76.8,25.2,19
1841,Griffith Middle,6-8,Los Angeles Unified,1445,89.7,25.2,24.9
1842,Kohler Elementary,K-8,Twin Rivers Unified,504,91.3,25.2,25.2
1843,Grange Middle,6-8,Fairfield-Suisun Unified,1134,77.3,25.2,24.1
1844,Rio Valley Charter,K-12,Lodi Unified,307,68.7,25.1,30.7
1845,Imperial Middle,6-8,La Habra City Elementary,823,71.8,25.1,24.2
1846,Ingenium Charter Middle,6-8,Los Angeles Unified,151,78.8,25.1,18.8
1847,Kettleman City Elementary,K-8,Reef-Sunset Unified,288,93.1,25.1,24
1848,Nicolas Junior High,7-8,Fullerton Elementary,706,80.6,25.1,23.5
1849,Harrison Elementary,K-8,Pomona Unified,378,88.9,25.1,25.2
1850,Daisy Gibson Elementary,K-8,Keppel Union Elementary,625,90.2,25.1,25
1851,Paramount Collegiate Academy,6-12,State Board Of Education - Paramount Collegiate Academy,55,65.5,25,11
1852,Frank D. Parent School,K-8,Inglewood Unified,570,44.6,25,21.9
1853,Borrego Springs Middle,6-8,Borrego Springs Unified,87,86.2,25,14.5
1854,Peter Burnett Middle,6-8,San Jose Unified,808,71.3,25,19.2
1855,Fesler (Isaac) Junior High,7-8,Santa Maria-Bonita,913,82.8,25,23.4
1856,Monroe (Albert F.) Magnet Middle School,6-8,Inglewood Unified,601,79.5,25,19.3
1857,Fred L. Thompson Junior High,7-8,Panama-Buena Vista Union,679,85.7,25,19.4
1858,Hamilton Middle,6-8,Long Beach Unified,911,87.7,24.9,24.6
1859,Glacier Point Middle,7-8,Central Unified,929,84.1,24.9,23.8
1860,West Park Elementary,K-8,West Park Elementary,379,92.9,24.9,19.9
1861,James Rutter Middle,7-8,Elk Grove Unified,843,94.9,24.9,18.7
1862,Roosevelt Elementary,K-8,Lindsay Unified,517,85.3,24.9,28.7
1863,Logan Street Elementary,K-8,Los Angeles Unified,437,88.6,24.8,23
1864,Willows Intermediate,6-8,Willows Unified,330,59.1,24.8,23.5
1865,Joseph Le Conte Middle,6-8,Los Angeles Unified,909,91.2,24.8,21.1
1866,Di Giorgio Elementary,K-8,Di Giorgio Elementary,213,97.2,24.8,23.6
1867,Traver Elementary,K-8,Traver Joint Elementary,210,92.4,24.8,21
1868,Haven Drive Middle,7-8,Arvin Union,664,94.4,24.7,23.7
1869,Mira Loma Middle,7-8,Jurupa Unified,892,81.7,24.7,22.8
1870,Alfred S. Madrid Middle,6-8,Mountain View Elementary,844,91.5,24.7,21.1
1871,North Elementary,K-8,Tracy Joint Unified,786,80.2,24.7,23.1
1872,Partnerships for Student-Centered Learning,K-12,Western Placer Unified,1007,48.9,24.7,9.9
1873,Ridgecrest Charter,K-8,State Board Of Education - Ridgecrest Charter,421,55.1,24.7,20
1874,Palomares Academy of Health Science,7-12,Pomona Unified,436,88.3,24.5,18.1
1875,West Fresno Middle,6-8,Washington Unified,361,97.0,24.5,20
1876,Ellen Ochoa Learning Center,K-8,Los Angeles Unified,1425,88.3,24.5,24.5
1877,Magnolia Science Academy 5,6-9,Los 6-9 5 Academy,5,Los,Unified,6-9
1878,Houston,K-8,Lodi Unified,201,79.1,24.4,16.7
1879,Ethel Kucera Middle,6-8,Rialto Unified,1155,75.8,24.4,25.1
1880,Sierra Vista Middle,6-8,Hacienda La Puente Unified,324,92.0,24.4,20.2
1881,Lincoln Elementary,K-8,Manteca Unified,589,78.6,24.4,25.6
1882,Sierra Middle,7-8,Riverside Unified,829,83.4,24.4,20.7
1883,Lower Lake Elementary,K-7,Konocti Unified,605,78.8,24.3,25.2
1884,Extera Public,K-8,Los Angeles Unified,519,85.9,24.3,23.5
1885,Glenn Hammond Curtiss Middle,6-8,Los Angeles Unified,544,83.3,24.3,20.1
1886,Liberty Elementary,K-8,Liberty Elementary,485,61.4,24.3,21
1887,La Merced Intermediate,6-8,Montebello Unified,1312,84.4,24.2,29.8
1888,Technology Middle,6-8,Cotati-Rohnert Park Unified,495,60.0,24.2,18.3
1889,Monte Vista Middle,6-8,Tracy Joint Unified,911,67.6,24.2,24.6
1890,Clyde L. Fischer Middle,6-8,Alum Rock Union Elementary,423,93.9,24.1,19.2
1891,Terrace Hills Middle,7-8,Colton Joint Unified,1022,69.1,24.1,24.3
1892,Strathmore Elementary,K-8,Strathmore Union Elementary,833,96.3,24.1,22.5
1893,Bohannon Middle,6-8,San Lorenzo Unified,834,67.4,24.1,22.5
1894,Riverside Preparatory,K-12,Oro Grande Elementary,2356,62.9,24,24
1895,Riverdale Elementary,4-8,Riverdale Joint Unified,571,86.0,24,20.3
1896,Lakeside Middle,7-8,Val Verde Unified,1259,79.3,24,28.6
1897,Ramona Junior High,7-8,Chino Valley Unified,558,81.9,24,20.6
1898,Hoover Elementary,K-8,Stockton Unified,592,67.6,23.9,32.8
1899,Joe Baca,7-8,Colton Joint Unified,894,89.6,23.9,23.5
1900,Pacific View Charter,K-12,Oceanside Unified,410,58.1,23.9,20.5
1901,Crystal Middle,6-8,Fairfield-Suisun Unified,982,68.0,23.9,24.5
1902,Mar Vista Academy,7-8,Sweetwater Union High,888,78.9,23.9,24.6
1903,Endeavour Middle,6-8,Lancaster Elementary,793,66.7,23.9,20.3
1904,Weed Elementary,K-8,Weed Union Elementary,241,89.6,23.8,17.2
1905,Cajon Valley Middle,6-8,Cajon Valley Union,932,94.2,23.8,21.1
1906,Elk Hills Elementary,K-8,Elk Hills Elementary,196,58.2,23.7,24.5
1907,Westwood Charter,K-12,Westwood Unified,198,78.8,23.6,19.8
1908,South Gate Middle,6-8,Los Angeles Unified,2063,88.0,23.6,26.4
1909,Stephens Middle,6-8,Long Beach Unified,844,89.6,23.6,24.8
1910,Chester W. Nimitz Middle,6-8,Los Angeles Unified,1814,89.6,23.6,22.3
1911,PUC Inspire Charter Academy,6-8,Los Angeles Unified,211,76.8,23.5,21.1
1912,Orchard Academies 2C,6-8,Los Angeles Unified,459,92.4,23.5,25.5
1913,Sequoia Middle,7-8,Fontana Unified,1118,94.8,23.5,24.8
1914,Cantua Elementary,K-8,Golden Plains Unified,192,90.1,23.5,21.3
1915,San Ysidro Middle,7-8,San Ysidro Elementary,560,99.5,23.4,28
1916,Alliance College-Ready Middle Academy 5,6-8,Los 6-8 5 Academy,5,Los,Unified,6-8
1917,Robert Louis Stevenson Middle,6-8,Los Angeles Unified,1502,92.9,23.4,25
1918,Lake Los Angeles Elementary,K-8,Keppel Union Elementary,501,88.2,23.3,25
1919,El Monte Middle,6-8,Cutler-Orosi Joint Unified,934,92.8,23.3,21.2
1920,Smythe Academy of Arts and Sciences,K-8,Twin Rivers Unified,1091,87.0,23.3,28.7
1921,Veva Blunt Elementary,K-7,Visalia Unified,599,83.0,23.3,27.2
1922,Kit Carson Middle,7-11,Sacramento City Unified,392,83.9,23.3,18.6
1923,Washington,5-8,Cloverdale Unified,418,56.5,23.3,20.9
1924,McKinley Elementary,K-8,Stockton Unified,780,88.2,23.3,33.9
1925,Livingston Middle,6-8,Livingston Union,883,84.6,23.3,25.9
1926,Crespi Junior High,7-8,West Contra Costa Unified,530,75.9,23.3,23
1927,Dolores Huerta Elementary,K-8,Stockton Unified,550,73.8,23.3,34.3
1928,San Juan Choices Charter,6-12,San Juan Unified,207,36.7,23.2,12.9
1929,Ocean View Junior High,6-8,Ocean View,874,85.8,23.2,23
1930,Ivanhoe Elementary,K-8,Visalia Unified,599,74.3,23.2,24.9
1931,Monterey County Home Charter,K-12,Monterey County Office Of Education,381,55.1,23.2,19
1932,Ralph Bunche Elementary,K-8,Compton Unified,369,78.1,23.1,26.3
1933,Jerry D. Holland Middle,6-8,Baldwin Park Unified,482,93.6,23.1,19.2
1934,Los Arboles Middle,6-8,Monterey Peninsula Unified,589,71.7,23.1,19
1935,Auburndale Intermediate,7-8,Corona-Norco Unified,484,81.4,23.1,18.6
1936,Options Secondary,7-12,Sweetwater Union High,198,67.2,23.1,18
1937,Connect Community Charter,K-8,Redwood City Elementary,239,70.3,23,23.9
1938,Ezequiel Tafoya Alvarado Academy,K-8,Madera Unified,477,91.8,22.9,28
1939,San Juan,K-8,Aromas/San Juan Unified,375,76.8,22.9,23.4
1940,Golden Valley Middle,6-8,San Bernardino City Unified,810,92.6,22.9,22.5
1941,Fortuna Middle,5-8,Fortuna Elementary,242,77.7,22.8,22
1942,Holly Drive Leadership Academy,K-8,San Diego Unified,142,89.4,22.8,20.2
1943,Cardozo Middle,6-8,Riverbank Unified,514,84.8,22.8,21.4
1944,Wonderful College Prep Academy,6-12,Kern County Office Of Education,764,87.7,22.7,21.2
1945,Bell Middle,6-8,San Diego Unified,868,80.9,22.7,21.7
1946,Conejo Middle,6-8,Laton Joint Unified,154,89.0,22.7,38.5
1947,Arellanes Junior High,7-8,Santa Maria-Bonita,636,87.9,22.7,21.9
1948,North Park Academy Of The Arts,6-8,El Rancho Unified,724,77.2,22.6,21.9
1949,Lompoc Valley Middle,7-8,Lompoc Unified,672,76.6,22.6,19.7
1950,Los Angeles Leadership Academy,6-12,Los Angeles Unified,538,87.7,22.6,17.3
1951,Challenger Middle,5-8,Wilsona Elementary,553,94.6,22.4,27.6
1952,Academy Of Arts And Sciences: Del Mar,K-12,Mountain Empire Unified,214,28.5,22.4,42.8
1953,Hogan Middle,6-8,Vallejo City Unified,989,64.6,22.4,23.5
1954,Bell Gardens Intermediate,6-8,Montebello Unified,1184,86.4,22.4,31.1
1955,Upland Junior High,7-8,Upland Unified,798,75.2,22.4,21
1956,Orange Center Elementary,K-8,Orange Center,321,93.5,22.3,18.8
1957,Lazear Charter Academy,K-8,Alameda County Office Of Education,459,92.4,22.2,20.8
1958,Lindbergh STEM Academy,6-8,Long Beach Unified,660,92.6,22.2,27.5
1959,Fulton K-8,K-8,San Diego Unified,400,88.3,22.2,20
1960,CORE Placer Charter,K-12,Placer County Office Of Education,239,39.3,22.1,10.3
1961,Bancroft Middle,6-8,San Leandro Unified,890,72.6,22.1,22.2
1962,George Y. Komure Elementary,K-8,Manteca Unified,953,74.4,22,28.8
1963,Clark Middle,6-8,San Diego Unified,1046,97.5,22,23.2
1964,California Virtual Academy @ Kings,K-12,Armona Union Elementary,484,59.7,22,17.9
1965,Guidance Charter,K-12,Palmdale Elementary,673,89.2,22,24.9
1966,Richard E. Byrd Middle,6-8,Los Angeles Unified,1602,87.3,21.8,26.2
1967,Northridge Middle,6-8,Los Angeles Unified,839,89.9,21.8,19.9
1968,Andrew Carnegie Middle,6-8,Los Angeles Unified,924,72.8,21.8,23.1
1969,Giano Intermediate,7-8,Rowland Unified,581,89.9,21.8,21.5
1970,Humphreys College Academy Of Business Law And Education,K-12,New Jerusalem Elementary,375,80.3,21.7,19.7
1971,Camino Nuevo Elementary #3,K-8,Los Angeles Unified,789,96.7,21.7,25.4
1972,San Francisco Community Alternative,K-8,San Francisco Unified,290,67.6,21.7,19.3
1973,Walter Colton,6-8,Monterey Peninsula Unified,687,66.2,21.7,20.8
1974,Arena Elementary,K-8,Arena Union Elementary,257,69.7,21.7,15.1
1975,California Virtual Academy @ Maricopa,K-8,Maricopa Unified,1193,63.1,21.6,23.8
1976,Animo Jefferson Charter Middle,6-8,Los Angeles Unified,551,99.3,21.5,21.1
1977,Herbert Hoover Middle,7-8,Merced City Elementary,610,86.7,21.4,25.4
1978,Isbell Middle,6-8,Santa Paula Unified,1231,87.0,21.4,27.9
1979,Woodrow Wallace Middle,5-8,Kernville Union Elementary,337,72.7,21.4,21
1980,Winters Middle,6-8,Winters Joint Unified,357,69.8,21.3,21
1981,Washington Middle,6-8,Bakersfield City,648,89.8,21.3,24.9
1982,Castle Rock,K-12,Del Norte County Office Of Education,377,44.8,21.3,22.1
1983,Parkview Middle,5-8,Armona Union Elementary,440,94.3,21.3,24.4
1984,Harvest Middle,6-8,Napa Valley Unified,706,62.6,21.2,21.3
1985,Spanos (Alex G.) Elementary,K-8,Stockton Unified,510,80.4,21.2,51
1986,Mountain Heights Academy,1-12,San Jacinto Unified,137,56.9,21.2,27.4
1987,The Accelerated,K-8,Los Angeles Unified,763,97.0,21.2,24.6
1988,Butte Valley Elementary,K-8,Butte Valley Unified,206,77.7,21.2,20.6
1989,Palo Verde Elementary,K-8,Palo Verde Union Elementary,536,98.0,21.1,24.3
1990,LIFE Academy,6-12,Oakland Unified,473,94.1,21.1,19.7
1991,Harden Middle,7-8,Salinas Union High,1197,75.5,21.1,22.1
1992,Montebello Intermediate,6-8,Montebello Unified,992,82.5,21,32
1993,Vernon Middle,7-8,Ontario-Montclair,692,81.1,21,17.3
1994,North Mountain Middle,6-8,San Jacinto Unified,1048,81.0,21,24.9
1995,Buckeye School of the Arts,K-8,Gateway Unified,605,71.4,21,22.4
1996,Rancho Dominguez Preparatory,6-12,Los Angeles Unified,975,78.9,20.9,22.6
1997,Ronald McNair Academy,6-8,Ravenswood City Elementary,194,86.6,20.9,21.5
1998,New Open World Academy K-12,K-12,Los Angeles Unified,1149,90.5,20.9,22.9
1999,Mountain View Middle,6-8,Moreno Valley Unified,1259,81.3,20.9,24.2
2000,Corvallis Middle,6-8,Norwalk-La Mirada Unified,738,86.5,20.9,21
2001,Elkhorn Village Elementary,K-8,Washington Unified,635,91.3,20.9,19.8
2002,Marina del Rey Middle,6-8,Los Angeles Unified,666,83.9,20.9,20.8
2003,Logan K-8,K-8,San Diego Unified,623,95.8,20.9,23.9
2004,Madison Park Academy 6-12,6-12,Oakland Unified,691,97.0,20.8,24.6
2005,Robert F. Kennedy Elementary,K-8,Compton Unified,629,88.7,20.8,22.4
2006,A. M. Winn Waldorf-Inspired,K-8,Sacramento City Unified,365,80.6,20.8,26
2007,Magnolia Science Academy 4,6-12,Los 6-12 4 Academy,4,Los,Unified,6-12
2008,Crescent Elk Middle,6-8,Del Norte County Unified,508,69.1,20.7,22
2009,Encore Junior/Senior High School for the Perf and Visual Arts,7-12,Hesperia Unified,1228,48.9,20.7,30.7
2010,ACE Empower Academy,5-8,Santa Clara County Office Of Education,351,93.7,20.6,25
2011,Fillmore Elementary,K-8,Stockton Unified,798,83.1,20.6,30.6
2012,Hardy Brown College Prep,K-8,San Bernardino City Unified,367,95.4,20.6,21.5
2013,El Capitan Middle,7-8,Central Unified,699,85.7,20.4,23.3
2014,Martin Luther King Junior Middle,7-8,San Bernardino City Unified,695,95.5,20.3,25.7
2015,Suva Intermediate,6-8,Montebello Unified,855,87.5,20.3,30.5
2016,Bert Corona Charter,5-8,Los Angeles Unified,375,86.7,20.3,31.2
2017,Raymond A. Villa Fundamental Intermediate,6-8,Santa Ana Unified,1350,98.4,20.3,26.4
2018,Willow Elementary,K-8,San Ysidro Elementary,1081,99.4,20.2,27.7
2019,Belvedere Middle,6-8,Los Angeles Unified,1201,92.2,20.2,24
2020,Shandon Elementary,K-8,Shandon Joint Unified,211,77.3,20.2,19.1
2021,Landmark Middle,6-8,Moreno Valley Unified,1201,81.9,20.1,25
2022,El Dorado Middle,6-8,Mt. Diablo Unified,983,63.3,20.1,21.8
2023,Burns Valley,K-7,Konocti Unified,532,89.7,20,25.3
2024,E. O. Green Junior High,6-8,Hueneme Elementary,1176,68.1,20,23.5
2025,Hillview Junior High,6-8,Pittsburg Unified,923,75.0,20,23.6
2026,University Heights Middle,7-8,Riverside Unified,861,90.2,20,23.9
2027,Delta Charter,K-12,New Jerusalem Elementary,516,53.1,20,17.2
2028,Roosevelt Middle,6-8,Oakland Unified,511,96.3,20,22.2
2029,Slauson Intermediate,6-8,Azusa Unified,786,78.1,20,24.5
2030,Rancho Viejo Middle,6-8,Hemet Unified,1237,87.5,20,24.7
2031,John Marshall Elementary,K-8,Stockton Unified,613,79.6,20,27.8
2032,Ruth O. Harris Middle,7-8,Colton Joint Unified,836,79.8,20,23.2
2033,Gray Avenue Middle,6-8,Yuba City Unified,710,94.5,19.9,19.7
2034,Denair Middle,6-8,Denair Unified,238,58.0,19.9,21.6
2035,Indio Middle,6-8,Desert Sands Unified,785,91.0,19.9,25.3
2036,Mary McLeod Bethune Middle,6-8,Los Angeles Unified,1137,93.8,19.8,23.2
2037,Pine Ridge,K-8,Paradise Unified,459,78.4,19.8,20.8
2038,Vista Charter Middle,6-8,Los Angeles Unified,407,94.6,19.8,27.1
2039,Los Banos Junior High,7-8,Los Banos Unified,1580,83.5,19.8,24.3
2040,Thomas A. Edison Middle,6-8,Los Angeles Unified,1289,95.0,19.8,24.7
2041,Animo Mae Jemison Charter Middle,6-8,Los Angeles Unified,320,95.3,19.8,21.3
2042,Robert E. Peary Middle,6-8,Los Angeles Unified,1332,79.7,19.8,24.2
2043,Walnut Park Mid A School Of Soc Just And Service Learning,6-8,Los Angeles Unified,495,91.3,19.7,24.7
2044,August Elementary,K-8,Stockton Unified,676,92.8,19.7,26
2045,Kings Canyon Middle,7-8,Fresno Unified,888,95.4,19.7,21.6
2046,Acacia Middle,6-8,Hemet Unified,746,90.9,19.7,20.7
2047,Price Intermediate,6-8,Orland Joint Unified,448,76.3,19.7,19.4
2048,Lick (James) Middle,6-8,San Francisco Unified,599,72.1,19.7,15.3
2049,Baechtel Grove Middle,6-8,Willits Unified,345,73.9,19.5,20.2
2050,Oakland Military Institute College Preparatory Academy,6-12,Oakland Unified,616,25.0,19.5,25.6
2051,Diamond Valley Middle,6-8,Hemet Unified,1098,88.4,19.5,22.8
2052,Charles Maclay Middle,6-8,Los Angeles Unified,756,90.7,19.4,21.6
2053,Fortune,K-8,Sacramento County Office Of Education,1195,82.3,19.4,22.9
2054,Roosevelt Middle,6-8,Compton Unified,680,89.1,19.4,21.2
2055,Pathways to College,K-8,Hesperia Unified,332,90.1,19.4,27.6
2056,John A. Sutter Middle,6-8,Los Angeles Unified,862,90.7,19.4,20.5
2057,Perkins K-8,K-8,San Diego Unified,436,94.7,19.3,19.8
2058,Jack G. Desmond Middle,7-8,Madera Unified,889,91.0,19.3,23.3
2059,Lathrop Elementary,K-8,Manteca Unified,878,75.1,19.3,28.3
2060,Learning Community Charter,K-12,Butte County Office Of Education,279,79.2,19.3,14.6
2061,Gustine Middle,6-8,Gustine Unified,424,76.4,19.3,24.9
2062,Wilson Middle,6-8,San Diego Unified,625,97.8,19.3,19.5
2063,Ahwahnee Middle,7-8,Fresno Unified,662,84.9,19.2,18.9
2064,Rosewood Park,K-8,Montebello Unified,879,72.0,19.2,29.3
2065,Monsenor Oscar Romero Charter Middle,6-8,Los Angeles Unified,337,97.0,19.2,25.9
2066,Sierra Charter,K-12,Fresno Unified,453,76.4,19.1,13.3
2067,Sun Valley Magnet,6-12,Los Angeles Unified,1350,89.2,19.1,20.7
2068,Norton Space and Aeronautics Academy,K-12,San Bernardino County Office Of Education,744,76.1,19.1,24.8
2069,Earlimart Middle,6-8,Earlimart Elementary,639,93.9,19,23.6
2070,Ball Junior High,7-8,Anaheim Union High,1019,89.9,19,26.1
2071,North Monterey County Middle,7-8,North Monterey County Unified,644,81.7,18.9,23.8
2072,Campo Elementary,K-8,Mountain Empire Unified,415,73.0,18.9,19.7
2073,San Fernando Middle,6-8,Los Angeles Unified,768,91.0,18.8,20.7
2074,Woodrow Wilson Middle,6-8,Pasadena Unified,544,77.0,18.8,21.7
2075,El Sausal Middle,7-8,Salinas Union High,987,90.8,18.7,24
2076,Lincoln Elementary,K-7,Compton Unified,269,81.8,18.7,17.9
2077,French Camp Elementary,K-8,Manteca Unified,656,88.7,18.7,27.3
2078,Pacoima Middle,6-8,Los Angeles Unified,1344,88.6,18.7,22.4
2079,California Virtual Academy @ Fresno,K-8,Orange Center,517,70.2,18.7,24.6
2080,David G. Millen Middle,6-8,Palmdale Elementary,910,83.5,18.6,23.3
2081,Cahuilla Desert Academy Junior High,7-8,Coachella Valley Unified,978,89.1,18.6,22.2
2082,Emerson Middle,6-8,Pomona Unified,652,94.0,18.6,23.2
2083,Village Elementary,K-8,Twin Rivers Unified,573,89.4,18.6,26
2084,Pioneer Middle,6-8,Porterville Unified,792,84.0,18.6,22.6
2085,Eagle Peak Middle,5-8,Ukiah Unified,460,73.5,18.6,21.9
2086,Bret Harte Middle,6-9,Oakland Unified,484,78.7,18.6,16.1
2087,McFarland Middle,6-8,McFarland Unified,796,91.2,18.6,24.8
2088,Opportunities for Learning - Baldwin Park,K-12,Baldwin Park Unified,1431,77.6,18.6,13.3
2089,Mission Middle,7-8,Jurupa Unified,855,86.1,18.6,25.1
2090,Aspire Alexander Twilight Secondary Academy,6-12,San Juan Unified,392,79.3,18.4,26.1
2091,Los Tules Middle,6-8,Tulare City,652,90.3,18.4,22.4
2092,Boron Junior-Senior High,7-12,Muroc Joint Unified,243,64.6,18.4,14.2
2093,Fillmore Middle,6-8,Fillmore Unified,850,77.8,18.4,23.6
2094,Young Oak Kim Academy,6-8,Los Angeles Unified,926,94.8,18.3,28.9
2095,Emerald Middle,6-8,Cajon Valley Union,525,93.0,18.3,19.4
2096,Kolb Middle,6-8,Rialto Unified,960,81.2,18.3,25.9
2097,Lennox Middle,6-8,Lennox,1480,96.4,18.2,19.2
2098,Gerber Elementary,K-8,Gerber Union Elementary,410,87.1,18.2,24.1
2099,Curran Middle,6-8,Bakersfield City,919,85.9,18.2,24.1
2100,Alliance Leadership Middle Academy,6-8,Los Angeles Unified,413,90.8,18.2,24.2
2101,Sylvan Middle,6-8,San Juan Unified,658,72.0,18.2,23.5
2102,Adams Elementary,K-8,Stockton Unified,558,70.8,18.1,34.8
2103,Coalinga Middle,6-8,Coalinga-Huron Unified,633,71.7,18.1,25.3
2104,Palermo,6-8,Palermo Union Elementary,399,76.9,18,22.1
2105,Alliance Kory Hunter Middle,6-8,Los Angeles Unified,293,97.3,18,26.6
2106,Alder Middle,6-8,Fontana Unified,1177,90.2,18,23.5
2107,Pittman Charter,K-8,Stockton Unified,669,77.7,18,29
2108,Desert Springs Middle,6-8,Palm Springs Unified,883,94.6,18,24.5
2109,TEACH Academy of Technologies,5-8,Los Angeles Unified,272,93.8,18,24.7
2110,La Escuelita Elementary,K-8,Oakland Unified,359,86.6,17.9,23.9
2111,Riverbank Elementary,K-8,Washington Unified,841,80.0,17.9,21.5
2112,Kennedy Elementary,K-8,Lindsay Unified,484,90.9,17.9,28.4
2113,Global Education Academy Middle,6-8,Los Angeles Unified,133,97.7,17.9,16.6
2114,Walnut Grove Elementary,K-8,Patterson Joint Unified,711,78.9,17.9,23.7
2115,Foothill Middle,6-8,Azusa Unified,555,78.4,17.9,19.8
2116,El Camino Junior High,7-8,Santa Maria-Bonita,729,87.7,17.9,21.4
2117,Raisin City Elementary,K-8,Raisin City Elementary,300,97.3,17.8,21.4
2118,King-Chavez Academy of Excellence,K-8,San Diego Unified,329,99.1,17.8,23.5
2119,John Muir Middle,6-8,Corcoran Joint Unified,723,78.3,17.8,23.3
2120,PREPA TEC - Los Angeles,6-8,Los Angeles Unified,373,98.1,17.7,31
2121,Lee Mathson Middle,6-8,Alum Rock Union Elementary,368,93.2,17.7,20.4
2122,Mendota Junior High,7-8,Mendota Unified,420,98.6,17.7,20
2123,Coliseum College Prep Academy,6-12,Oakland Unified,482,95.6,17.6,17.8
2124,Westchester Secondary Charter,6-12,Los Angeles County Office Of Education,252,27.0,17.6,14
2125,Prospects High (Alternative),K-12,Antioch Unified,380,50.8,17.6,23.7
2126,Dehesa Elementary,K-8,Dehesa Elementary,188,55.9,17.6,18.8
2127,South Junior High,7-8,Anaheim Union High,1542,86.3,17.5,26.1
2128,Cesar Chavez Middle,7-8,Hayward Unified,579,85.5,17.5,22.2
2129,San Fernando Institute of Applied Media,6-8,Los Angeles Unified,399,86.7,17.5,23.4
2130,Mountain View Middle,7-8,Lamont Elementary,585,92.3,17.5,24.3
2131,McFadden Intermediate,6-8,Santa Ana Unified,1328,95.8,17.5,22.8
2132,Nettie L. Waite Middle,6-8,Norwalk-La Mirada Unified,672,89.7,17.4,24.8
2133,Needles Middle,6-8,Needles Unified,205,70.7,17.4,20.5
2134,Harrison Elementary,K-8,Stockton Unified,610,88.4,17.3,35.8
2135,Whaley Middle,6-8,Compton Unified,633,91.3,17.3,23.4
2136,Family Tree Learning Center,K-8,Hemet Unified,117,71.8,17.2,39
2137,Delta Sierra Middle,7-8,Lodi Unified,596,85.1,17.2,19.2
2138,Fairfax Junior High,5-8,Fairfax Elementary,526,91.1,17.1,20.2
2139,Vanguard Learning Center,6-8,Compton Unified,249,81.5,17.1,19.1
2140,Mare Island Health and Fitness Academy,K-8,Vallejo City Unified,465,78.9,17.1,25.8
2141,Standard Middle,6-8,Standard Elementary,939,80.3,17.1,22.3
2142,Central Elementary,K-8,Central Union Elementary,288,59.4,17.1,19.2
2143,Buttonwillow Elementary,K-8,Buttonwillow Union Elementary,379,94.7,17,21
2144,Enterprise Middle,6-8,Compton Unified,368,88.0,17,20.4
2145,Banta Elementary,K-8,Banta Elementary,351,67.0,17,21.9
2146,Almeria Middle,6-8,Fontana Unified,813,84.6,17,20.3
2147,Valiant Academy Desd,K-12,Dehesa Elementary,29,65.5,17,7.2
2148,Henry T. Gage Middle,6-8,Los Angeles Unified,1698,91.5,17,24.9
2149,Outside Creek Elementary,K-8,Outside Creek Elementary,102,84.3,16.9,20.4
2150,Lucerne Valley Middle,7-8,Lucerne Valley Unified,112,89.3,16.9,16
2151,Las Flores High (Alternative),K-12,Elk Grove Unified,234,45.3,16.9,18
2152,Fairview Middle,5-8,Gonzales Unified,726,81.7,16.9,22.6
2153,Victory Elementary,K-8,Stockton Unified,542,85.4,16.9,27.1
2154,REALM Charter Middle,6-8,Berkeley Unified,302,72.2,16.9,60.4
2155,Montezuma Elementary,K-8,Stockton Unified,741,90.2,16.8,26.4
2156,Mariana Academy,K-8,Apple Valley Unified,643,79.2,16.8,24.7
2157,Keith McCarthy Academy,K-12,Lake Elsinore Unified,374,52.9,16.8,23.3
2158,Nightingale Charter,K-8,Stockton Unified,360,67.5,16.7,24
2159,Van Nuys Middle,6-8,Los Angeles Unified,1159,80.9,16.7,24.1
2160,Martin Luther King Junior Junior High,6-8,Pittsburg Unified,741,81.5,16.7,21.7
2161,Green Valley Charter,K-8,Los Banos Unified,181,65.8,16.6,25.8
