Rank,SchoolName,Grades,District,StudentCount,FreeDiscLunch,AverageScore,Rank2016
1215,Bryn Mawr Elementary,K-5,Redlands Unified,658,58.2,77.7,27.4
1216,L. R. Green Elementary,K-5,Escondido Union,708,34.0,77.7,22.1
1217,Vieja Valley Elementary,K-6,Hope Elementary,339,31.9,77.7,24.2
1218,Berkeley Arts Magnet at Whittier,K-5,Berkeley Unified,448,34.2,77.7,21.3
1219,Magnolia Elementary,K-6,Upland Unified,610,23.0,77.7,23.4
1220,Charter Montessori Blue Oak Campus,K-5,Buckeye Union Elementary,283,18.4,77.7,25.7
1221,Leonardo Da Vinci,K-8,Sacramento City Unified,835,37.1,77.6,26
1222,Shell Beach Elementary,K-6,Lucia Mar Unified,423,25.8,77.6,24.8
1223,Laneview Elementary,K-5,Berryessa Union Elementary,385,37.9,77.6,21.3
1224,Cottonwood Creek Charter,K-8,Cottonwood Union Elementary,208,34.1,77.5,23.1
1225,Fair Oaks Ranch Community,K-6,Sulphur Springs Union,953,39.8,77.5,26.4
1226,Encinal Elementary,K-8,Live Oak Unified,112,65.2,77.4,22.4
1227,Dewey Avenue Elementary,K-6,Garvey Elementary,388,83.5,77.4,24.2
1228,Santa Cruz Gardens Elementary,K-5,Soquel Union Elementary,320,36.9,77.4,24.6
1229,McPherson Magnet,K-8,Orange Unified,861,19.4,77.4,26.9
1230,Citizens of the World 2,K-8,Los K-8 2 World,2,Los,Unified,K-8
1231,Stagg Street Elementary,K-5,Los Angeles Unified,442,76.9,77.4,24.5
1232,Ocean Charter,K-8,Los Angeles Unified,458,18.6,77.3,25.4
1233,Manzanita Elementary,K-5,Redding Elementary,585,41.4,77.3,24.3
1234,Bagby Elementary,K-5,Cambrian,644,14.1,77.3,23.8
1235,Hidden Valley Elementary,K-6,Santa Rosa Elementary,654,21.3,77.3,20.4
1236,Gratton Charter,K-8,Gratton Elementary,115,7.8,77.2,28.7
1237,Oak Valley Elementary,K-5,Buellton Union Elementary,393,31.8,77.2,20.6
1238,Pinetree Community Elementary,K-6,Sulphur Springs Union,548,34.9,77.2,26
1239,Pat Butler Elementary,K-5,Paso Robles Joint Unified,436,39.0,77.2,27.2
1240,Junction Elementary,K-8,Junction Elementary,273,34.8,77.1,22.7
1241,Mesa Elementary,K-5,Covina-Valley Unified,637,44.7,77.1,23.5
1242,River Islands Technology Academy,K-7,Banta Elementary,536,34.3,77.1,24.3
1243,Cielo Vista Charter,K-8,Palm Springs Unified,818,73.7,77,22.7
1244,Madison Elementary,K-5,San Leandro Unified,428,49.1,77,23.7
1245,Ceres Elementary,K-5,East Whittier City Elementary,372,69.1,77,26.5
1246,Mariposa School of Global Education,K-8,Las Virgenes Unified,369,4.9,77,24.6
1247,Pershing Elementary,K-6,San Juan Unified,537,35.4,76.9,29.8
1248,Shannon Ranch Elementary,K-6,Visalia Unified,881,41.2,76.9,26.6
1249,Sunnyside Elementary,K-5,San Francisco Unified,385,33.0,76.9,20.2
1250,El Portal Elementary,K-6,Lowell Joint,510,50.8,76.8,26.8
1251,Madrona Elementary,K-5,Conejo Valley Unified,464,28.7,76.8,20.1
1252,Rancho Canada Elementary,K-6,Saddleback Valley Unified,714,23.8,76.8,27.4
1253,California Montessori Project-Shingle Springs Campus,K-8,Buckeye Union Elementary,438,11.4,76.8,19
1254,Mark Twain Elementary,K-6,Riverside Unified,1073,39.1,76.8,25.5
1255,Mt. George International,K-5,Napa Valley Unified,253,17.0,76.8,25.3
1256,Tiffany (Burton C.) Elementary,K-6,Chula Vista Elementary,561,37.1,76.8,24.3
1257,Freshwater Elementary,K-6,Freshwater Elementary,271,34.0,76.8,22.5
1258,Juanamaria Elementary,K-5,Ventura Unified,440,37.3,76.8,23.1
1259,Lake County International Charter,K-8,Middletown Unified,75,84.0,76.7,18.7
1260,James A. McKee Elementary,K-6,Elk Grove Unified,539,61.4,76.7,17.9
1261,Santa Margarita Elementary,K-8,Oceanside Unified,670,43.3,76.7,20.9
1262,Toluca Lake Elementary,K-5,Los Angeles Unified,468,81.4,76.7,21.2
1263,Berkshire Elementary,K-6,Panama-Buena Vista Union,1044,78.4,76.7,28.2
1264,Playa Vista Elementary,K-6,Los Angeles Unified,541,18.7,76.6,27
1265,Patterson Elementary,K-6,Fremont Unified,650,28.8,76.6,27
1266,Alvarado Elementary,K-5,Long Beach Unified,435,77.9,76.6,24.1
1267,Alternative Cooperative Education Charter,K-6,Vacaville Unified,124,18.6,76.5,24.8
1268,Highland Ranch Elementary,K-5,Poway Unified,716,13.8,76.5,26.5
1269,Feinstein (Dianne) Elementary,K-5,San Francisco Unified,512,27.0,76.5,22.2
1270,Loomis Elementary,K-8,Loomis Union Elementary,483,29.0,76.5,24.1
1271,Canyon Oaks Elementary,K-5,Napa Valley Unified,700,34.4,76.5,26.9
1272,Scandia Elementary,K-6,Travis Unified,572,37.2,76.5,26
1273,Frederiksen Elementary,K-5,Dublin Unified,769,17.6,76.5,24
1274,Lashon Academy,K-6,Los Angeles Unified,183,76.0,76.5,22.8
1275,Jim Thorpe Fundamental,K-5,Santa Ana Unified,1025,83.2,76.5,28.4
1276,Aspen Elementary,K-5,Conejo Valley Unified,369,17.9,76.5,20.5
1277,Joseph M. Simas,K-6,Hanford Elementary,501,52.7,76.4,25
1278,Altamont Creek Elementary,K-5,Livermore Valley Joint Unified,545,15.2,76.3,22.7
1279,Cleveland Elementary,K-5,Oakland Unified,408,58.3,76.3,24
1280,Fairmont Elementary,K-8,Sanger Unified,487,56.7,76.3,21.1
1281,Rosa Parks Elementary,K-6,Corona-Norco Unified,1677,27.1,76.2,29.4
1282,San Pasqual Union Elementary,K-8,San Pasqual Union Elementary,558,17.4,76.2,20.6
1283,Bridgeway Island Elementary,K-8,Washington Unified,1009,36.3,76.2,22.4
1284,Wilbur Charter For Enriched Academics,K-5,Los Angeles Unified,667,14.8,76.2,25.6
1285,Linda Vista Elementary,K-6,Orange Unified,477,17.6,76.2,26.5
1286,McCoppin (Frank) Elementary,K-5,San Francisco Unified,218,68.8,76.2,27.2
1287,Maple Elementary,K-5,Conejo Valley Unified,309,33.7,76.1,18.1
1288,Solvang Elementary,K-8,Solvang Elementary,570,56.3,76.1,25.9
1289,La Fetra Elementary,K-5,Glendora Unified,747,29.9,76.1,24.9
1290,Benjamin Franklin Elementary,K-6,Riverside Unified,825,29.0,76.1,26.6
1291,Eastwood Elementary,K-5,Norwalk-La Mirada Unified,476,35.7,76.1,29.7
1292,Chapman Hills Elementary,K-6,Orange Unified,483,20.3,76.1,26.8
1293,Cabrillo Elementary,K-8,Pacifica,562,11.2,76,24.4
1294,Parkview,K-12,Placentia-Yorba Linda Unified,221,7.7,76,36.8
1295,Susan B. Anthony Elementary,K-6,Garden Grove Unified,464,68.8,76,27.2
1296,BRIDGES Charter,K-8,Ventura County Office Of Education,407,17.4,75.9,23.9
1297,Sherman Oaks Center for Enriched Studies,4-12,Los Angeles Unified,2089,53.1,75.9,31.6
1298,Albert A. Michelson Elementary,K-5,Vallecito Union,228,40.4,75.9,19
1299,Loma Vista Elementary,K-5,Ventura Unified,366,29.5,75.9,20.3
1300,Cadman Elementary,K-5,San Diego Unified,182,60.4,75.8,22.7
1301,Round Valley Elementary,K-8,Round Valley Joint Elementary,134,27.6,75.8,14.8
1302,McKinley Elementary,K-5,Santa Monica-Malibu Unified,512,37.3,75.8,21.3
1303,Ron Nunn Elementary,K-5,Brentwood Union Elementary,532,16.9,75.8,24.1
1304,McKinley Elementary,K-5,San Gabriel Unified,579,69.8,75.7,24.1
1305,Knob Hill Elementary,K-5,San Marcos Unified,873,39.1,75.7,25.6
1306,Ynez Elementary,K-8,Alhambra Unified,905,76.6,75.7,25.1
1307,George White Elementary,K-5,Capistrano Unified,616,18.3,75.7,30.8
1308,Pioneer Elementary,K-5,Brentwood Union Elementary,878,22.8,75.7,26.6
1309,Glen H. Dysinger Senior Elementary,K-6,Centralia Elementary,522,56.9,75.7,26.1
1310,Sherman Oaks Elementary Charter,K-5,Los Angeles Unified,865,24.5,75.6,24.7
1311,Royal Oaks Elementary,K-6,Duarte Unified,500,54.8,75.6,25
1312,Allen (Ella B.) Elementary,K-6,Chula Vista Elementary,401,38.9,75.6,23.5
1313,River Oaks Elementary,K-6,Galt Joint Union Elementary,576,54.3,75.5,19.2
1314,Covillaud Elementary,K-5,Marysville Joint Unified,518,78.4,75.5,25.9
1315,R. Paul Krey Elementary,K-5,Brentwood Union Elementary,871,13.8,75.5,25.6
1316,Valencia Elementary,K-6,Pajaro Valley Unified,551,32.3,75.4,25
1317,Discovery Elementary,K-6,Fruitvale Elementary,883,38.4,75.4,29.4
1318,Antelope Creek Elementary,K-6,Rocklin Unified,524,41.2,75.4,22.7
1319,Branch Elementary,K-6,Lucia Mar Unified,335,20.9,75.4,23.9
1320,Walt Disney,K-6,Magnolia Elementary,671,77.9,75.4,27.9
1321,Kings Mountain Elementary,K-5,Cabrillo Unified,65,4.6,75.4,21.6
1322,Gardner Street Elementary,K-6,Los Angeles Unified,440,57.1,75.3,24.4
1323,Junipero Serra Elementary,K-5,Ventura Unified,604,40.4,75.3,23.2
1324,Washington Elementary,K-5,San Gabriel Unified,479,49.1,75.3,26.6
1325,Orangevale Open K-8,K-8,San Juan Unified,679,21.2,75.3,27.1
1326,Linwood Elementary,K-6,Visalia Unified,656,55.8,75.3,27.3
1327,Buckeye Elementary,K-5,Buckeye Union Elementary,400,44.5,75.3,25
1328,Corona Ranch Elementary,K-6,Corona-Norco Unified,1061,52.1,75.2,27.9
1329,Tierra Linda Elementary,K-5,Pleasant Valley,671,18.6,75.2,23.9
1330,Del Rio Elementary,K-6,Rosedale Union Elementary,413,28.1,75.2,21.7
1331,Highland Elementary,K-6,Corona-Norco Unified,607,34.1,75.2,27.5
1332,Loma Vista Elementary,K-5,Brentwood Union Elementary,670,15.5,75.2,25.7
1333,Longfellow K-8,K-8,San Diego Unified,830,43.6,75.2,24.4
1334,Northlake Hills Elementary,K-7,Castaic Union,607,37.4,75.2,27.5
1335,Spark Charter,K-8,Santa Clara County Office Of Education,144,11.1,75.1,20.5
1336,Fieldbrook Elementary,K-8,Fieldbrook Elementary,147,34.0,75,18.3
1337,Cowan Avenue Elementary,K-6,Los Angeles Unified,269,58.7,74.9,19.2
1338,Farnham Charter,K-5,Cambrian,552,14.1,74.9,25
1339,Arroyo West Elementary,K-5,Moorpark Unified,458,42.6,74.9,21.8
1340,Weston Elementary,K-8,Ripon Unified,416,32.9,74.9,24.4
1341,Gilbert Elementary,K-6,Garden Grove Unified,529,63.9,74.9,25.1
1342,Golden Hill Elementary,K-6,Fullerton Elementary,760,29.0,74.8,29.2
1343,Fallsvale School,K-8,Bear Valley Unified,66,56.1,74.8,22
1344,Walnut Elementary Education Center,K-6,Turlock Unified,910,25.1,74.8,25.2
1345,McNear Elementary,K-6,Petaluma City Elementary,425,23.8,74.8,23.6
1346,Glenview Elementary,K-5,Oakland Unified,452,36.1,74.8,22.6
1347,Agnes M. Baptist Elementary,K-6,Stanislaus Union Elementary,614,59.1,74.8,26.6
1348,Cahuenga Elementary,K-5,Los Angeles Unified,537,79.9,74.7,22.3
1349,San Lorenzo Valley Elementary,K-5,San Lorenzo Valley Unified,611,15.7,74.7,22.6
1350,John Swett Elementary,K-5,Martinez Unified,536,12.9,74.7,22.3
1351,Spreckels Elementary,K-5,Spreckels Union Elementary,600,12.3,74.7,24
1352,Hoover Street Elementary,K-5,Los Angeles Unified,802,93.4,74.7,23.5
1353,Rancho Las Positas Elementary,K-5,Livermore Valley Joint Unified,542,20.7,74.6,22.5
1354,Edison Elementary,K-5,Torrance Unified,494,49.6,74.6,26
1355,Garfield Elementary,K-5,San Diego Unified,337,89.6,74.6,24
1356,Harloe Elementary,K-6,Lucia Mar Unified,667,48.9,74.6,27.7
1357,Albert Einstein Academy For Letters Arts And Sciences-Steam,K-6,Acton-Agua Dulce Unified,677,10.6,74.5,21.8
1358,Mark Twain Elementary,K-5,Lawndale Elementary,529,59.0,74.5,24
1359,Vista del Valle Elementary,K-6,Claremont Unified,319,77.7,74.5,26.5
1360,Marshall Elementary,K-5,Castro Valley Unified,477,38.6,74.5,23.8
1361,Rail Ranch Elementary,K-6,Murrieta Valley Unified,587,41.4,74.5,27.9
1362,East Heritage Elementary,K-5,Etiwanda Elementary,564,46.3,74.5,23.5
1363,Tomas Rivera Elementary,K-6,Riverside Unified,739,37.1,74.4,25.4
1364,Valencia Elementary,K-6,Upland Unified,588,19.9,74.4,25.5
1365,Gold River Discovery Center K-8,K-8,San Juan Unified,836,20.8,74.4,27.8
1366,La Mesa Elementary,K-5,Monterey Peninsula Unified,453,19.0,74.4,20.5
1367,Sisson,4-8,Mt. Shasta Union Elementary,297,44.4,74.3,19.8
1368,Jackson Avenue Elementary,K-5,Livermore Valley Joint Unified,501,41.7,74.3,22.7
1369,Temecula Preparatory,K-12,Temecula Valley Unified,1062,20.4,74.3,21.6
1370,Parkview Elementary,K-6,Garden Grove Unified,500,65.4,74.3,23.8
1371,Orchard Elementary,K-6,Vacaville Unified,390,23.1,74.3,22.9
1372,Chester W. Nimitz Elementary,K-5,Cupertino Union,721,19.4,74.3,24
1373,Washington Elementary,K-6,Charter Oak Unified,448,57.1,74.2,23.5
1374,Daniel Phelan Elementary,K-5,Whittier City Elementary,498,80.7,74.2,24.9
1375,Antelope Hills Elementary,K-5,Murrieta Valley Unified,822,24.8,74.2,25.6
1376,Edith Landels Elementary,K-5,Mountain View Whisman,541,29.0,74.2,22.5
1377,Competitive Edge Charter Academy (CECA),K-8,Yucaipa-Calimesa Joint Unified,671,25.5,74.2,21.6
1378,Ranch Hills Elementary,K-6,Pomona Unified,485,42.9,74.2,26.9
1379,Isleton Elementary,K-6,River Delta Joint Unified,156,75.0,74.2,17.3
1380,Garfield Elementary,K-8,Alhambra Unified,641,67.4,74.1,25.6
1381,Boulder Oaks Elementary,1-5,Alpine Union Elementary,259,30.5,74.1,25.9
1382,Castaic Elementary,K-6,Castaic Union,548,13.5,74.1,26
1383,Southgate Elementary,K-6,Hayward Unified,687,59.0,74.1,24.5
1384,Standiford Elementary,K-5,Sylvan Union Elementary,452,62.4,74.1,22.6
1385,Peter Burnett Elementary,3-5,Wiseburn Unified,457,42.9,74,26.8
1386,R. D. White Elementary,K-5,Glendale Unified,897,63.6,74,24.9
1387,Fuente Nueva Charter,K-5,Arcata Elementary,115,31.3,74,19.1
1388,Spreckels Elementary,K-5,San Diego Unified,585,48.0,73.9,26.5
1389,Miller Elementary,K-5,San Diego Unified,691,60.2,73.9,23.8
1390,Sequoia Elementary,K-6,Rincon Valley Union Elementary,439,10.9,73.9,23.1
1391,Van Buren Elementary,K-6,Placentia-Yorba Linda Unified,694,21.0,73.8,27.7
1392,Amelia Earhart Elementary School of International Studies,K-5,Desert Sands Unified,931,40.3,73.8,27.3
1393,Lemon Avenue Elementary,K-6,La Mesa-Spring Valley,682,37.7,73.8,29.6
1394,Deer Canyon Elementary,K-6,Alta Loma Elementary,603,41.1,73.8,26.2
1395,Riverview Elementary,K-8,Kings Canyon Joint Unified,451,61.9,73.8,28.1
1396,Alta-Dutch Flat Elementary,K-8,Alta-Dutch Flat Union Elementary,92,43.5,73.8,23
1397,Ventura Charter School of Arts and Global Education,K-8,Ventura County Office Of Education,426,26.3,73.8,23.6
1398,Arovista Elementary,K-6,Brea-Olinda Unified,503,34.0,73.8,27.9
1399,Island Elementary,K-8,Island Union Elementary,375,36.8,73.7,22
1400,Cooper Elementary,K-6,Vacaville Unified,899,30.8,73.7,25.6
1401,Woodrow Wilson Elementary,K-6,Corona-Norco Unified,924,31.1,73.7,28
1402,Mission Elementary,K-5,Redlands Unified,561,73.3,73.6,28
1403,Joe Nightingale Elementary,K-6,Orcutt Union Elementary,761,46.0,73.6,27.1
1404,Cubberley Elementary,K-5,San Diego Unified,154,61.7,73.6,25.6
1405,Elk Grove Elementary,K-6,Elk Grove Unified,860,35.8,73.6,22
1406,Burbank (Luther) Elementary,K-6,ABC Unified,518,60.0,73.6,27.2
1407,Norco Elementary,K-6,Corona-Norco Unified,583,35.5,73.5,24.2
1408,Ladera Elementary,K-5,Conejo Valley Unified,316,33.2,73.5,21
1409,Rachel Carson Elementary,K-5,San Jose Unified,354,36.7,73.5,20.8
1410,Monterey Bay Charter,K-8,Monterey County Office Of Education,358,34.6,73.5,25.5
1411,Sakamoto Elementary,K-6,Oak Grove Elementary,598,18.4,73.5,26
1412,Ybarra Academy for the Arts and Technology,K-8,Rowland Unified,677,48.7,73.5,24.1
1413,Abraham Lincoln,K-5,Paramount Unified,636,91.4,73.4,26.5
1414,Rio San Gabriel Elementary,K-5,Downey Unified,836,55.3,73.4,27.8
1415,Cleminson Elementary,K-6,El Monte City,399,70.2,73.4,23.4
1416,Pacific Elementary,K-6,Pacific Elementary,115,26.1,73.4,23
1417,Descanso Elementary,K-5,Mountain Empire Unified,175,53.1,73.3,21.8
1418,Magnolia Elementary,K-8,Magnolia Union Elementary,124,6.5,73.2,24.8
1419,Steve Luther Elementary,K-6,Cypress Elementary,505,43.4,73.2,25.2
1420,Fancher Creek Elementary,K-6,Clovis Unified,852,77.2,73.2,27.4
1421,James Foster Elementary,K-6,Saugus Union,601,13.3,73.1,27.3
1422,Cleveland Elementary,K-5,Long Beach Unified,533,37.5,73.1,25.3
1423,Pine Grove Elementary,K-6,Orcutt Union Elementary,589,33.5,73.1,29.4
1424,Cabrillo Elementary,K-4,San Diego Unified,163,63.8,73.1,20.3
1425,Don Benito Fundamental,K-5,Pasadena Unified,608,40.8,73,26.4
1426,Rollingwood Elementary,K-5,San Bruno Park Elementary,279,35.5,73,25.3
1427,Synergy Charter Academy,K-5,Los Angeles Unified,313,95.5,73,26
1428,Pomelo Community Charter,K-5,Los Angeles Unified,640,18.3,72.9,24.6
1429,Signal Hill Elementary,K-5,Long Beach Unified,727,89.6,72.9,25
1430,San Rafael Elementary,K-5,Pasadena Unified,454,35.9,72.9,23.8
1431,Scott Avenue Elementary,K-5,East Whittier City Elementary,642,43.5,72.9,23.7
1432,Adams Elementary,K-6,Santa Barbara Unified,555,65.8,72.9,24.1
1433,John O. Tynes Elementary,K-6,Placentia-Yorba Linda Unified,851,69.6,72.9,26.5
1434,Mountain View Elementary,K-5,Los Angeles Unified,351,57.0,72.8,25
1435,Intensive Learning Center,K-6,Bellflower Unified,623,57.5,72.8,23.9
1436,Park Elementary,K-8,Alhambra Unified,786,67.7,72.7,26.2
1437,Price Elementary,K-5,Downey Unified,881,58.3,72.7,25.9
1438,Unsworth Elementary,K-5,Downey Unified,684,70.0,72.7,24.4
1439,Mistletoe Elementary,K-8,Enterprise Elementary,627,62.2,72.7,25
1440,River Bluff Elementary,K-6,Central Unified,927,48.4,72.7,31.9
1441,Orange Elementary,K-6,Corona-Norco Unified,730,27.8,72.6,26
1442,Two Rock Elementary,K-6,Two Rock Union,157,53.5,72.6,22.4
1443,Sonora Elementary,K-6,Newport-Mesa Unified,501,77.1,72.6,23.8
1444,Lau (Gordon J.) Elementary,K-5,San Francisco Unified,664,88.1,72.6,25.5
1445,Peabody Charter,K-6,Santa Barbara Unified,750,44.8,72.6,24.1
1446,Sierra Elementary,K-5,Placerville Union Elementary,475,43.6,72.5,23.7
1447,Manzanita Elementary,K-8,Manzanita Elementary,276,39.5,72.5,21.2
1448,Latimer Elementary,K-7,Moreland,338,32.3,72.5,22.5
1449,Northwood Elementary,K-5,Napa Valley Unified,347,46.1,72.5,24.7
1450,Justice Street Academy Charter,K-5,Los Angeles Unified,399,33.1,72.4,23.4
1451,Alexander Valley Elementary,K-6,Alexander Valley Union Elementary,123,26.0,72.4,17.5
1452,Old Orchard Elementary,K-6,Newhall,464,40.5,72.4,22
1453,Ralph Emerson Elementary,K-5,Burbank Unified,599,30.1,72.4,24.9
1454,Global Education Academy,K-5,Los Angeles Unified,236,96.6,72.4,19.6
1455,Garin Elementary,K-5,Brentwood Union Elementary,592,30.1,72.3,24.6
1456,Sonoma Elementary,K-6,Modesto City Elementary,542,57.6,72.3,20.8
1457,Parker Whitney Elementary,K-6,Rocklin Unified,417,30.2,72.3,23.1
1458,Allesandro Elementary,K-6,Los Angeles Unified,440,86.6,72.3,24.4
1459,William B. Bimat Elementary,K-6,Norris Elementary,574,6.8,72.3,23.9
1460,Judson & Brown Elementary,K-5,Redlands Unified,554,48.2,72.3,27.7
1461,Marcum-Illinois Union Elementary,K-8,Marcum-Illinois Union Elementary,155,41.3,72.2,15.5
1462,Martin Van Buren Elementary,K-5,Desert Sands Unified,621,89.7,72.2,23.8
1463,Macy Elementary,K-6,Lowell Joint,530,26.6,72.2,26.5
1464,Oxford Elementary,K-5,Berkeley Unified,302,41.1,72.1,20.1
1465,Cedarlane Academy,K-8,Hacienda La Puente Unified,554,77.8,72.1,23
1466,KIPP Excelencia Community Preparatory,K-8,Redwood City Elementary,212,85.4,72.1,19.2
1467,Penn Elementary,K-5,San Diego Unified,367,78.5,72.1,26.2
1468,Forest Grove Elementary,K-5,Pacific Grove Unified,474,28.1,72.1,24.9
1469,Gallatin Elementary,K-5,Downey Unified,702,54.0,72,27
1470,Plum Canyon Elementary,K-6,Saugus Union,679,10.9,71.9,28.2
1471,Evergreen Elementary,K-4,Evergreen Union,568,57.4,71.9,22.7
1472,Spring Grove Elementary,K-8,North County Joint Union Elementary,760,47.0,71.9,25.3
1473,Willow Glen Elementary,K-5,San Jose Unified,782,34.5,71.9,26.9
1474,Westlake Charter,K-8,Natomas Unified,666,21.0,71.9,23.7
1475,Columbine Elementary,K-8,Columbine Elementary,196,59.7,71.9,21.7
1476,Camellia Elementary,K-6,Sacramento City Unified,458,84.1,71.8,26.9
1477,Arroyo Secondary Elementary,K-5,Livermore Valley Joint Unified,621,23.5,71.8,21.4
1478,Harding Elementary,K-6,West Contra Costa Unified,392,31.4,71.8,19.6
1479,Murray Manor Elementary,K-6,La Mesa-Spring Valley,702,37.2,71.8,29.2
1480,Heritage K-8 Charter,K-8,Escondido Union,648,41.2,71.8,21.6
1481,Summerdale Elementary,K-5,Berryessa Union Elementary,462,37.7,71.8,24.3
1482,Sequoia Elementary,K-6,Westminster,393,58.5,71.7,23.1
1483,Peachland Avenue Elementary,K-6,Newhall,478,59.6,71.7,25.1
1484,Three Rivers Elementary,K-8,Three Rivers Union Elementary,143,42.0,71.7,15.8
1485,Millard McCollam Elementary,K-5,Alum Rock Union Elementary,423,66.7,71.7,22.2
1486,Ellerth E. Larson Elementary,K-6,Lodi Unified,737,44.0,71.7,24.5
1487,Rooftop Elementary,K-8,San Francisco Unified,586,31.4,71.6,24.4
1488,El Sol Santa Ana Science and Arts Academy,K-8,Santa Ana Unified,906,72.0,71.6,23.2
1489,Sierra View Elementary,K-6,Golden Valley Unified,402,32.1,71.6,23.6
1490,Fletcher Elementary,K-5,San Diego Unified,227,59.9,71.6,22.7
1491,William Land Elementary,K-6,Sacramento City Unified,466,66.5,71.6,29.1
1492,Rocketship Mosaic Elementary,K-5,Franklin-McKinley Elementary,604,82.3,71.6,35.5
1493,North Park Elementary,K-6,Saugus Union,746,15.4,71.5,25.7
1494,Saint Helena Elementary,3-5,Saint Helena Unified,238,47.1,71.5,18.3
1495,Mitchell Community Elementary,K-6,Sulphur Springs Union,625,49.0,71.5,26
1496,Montevideo Elementary,K-6,Saddleback Valley Unified,441,20.9,71.5,24.5
1497,Grass Valley Charter,K-8,Grass Valley Elementary,521,23.2,71.5,24.8
1498,Vineyard Elementary,3-5,Templeton Unified,538,22.9,71.5,25.6
1499,Matsuyama Elementary,K-6,Sacramento City Unified,647,46.2,71.4,28.1
1500,Sutro Elementary,K-5,San Francisco Unified,259,64.1,71.4,23.5
1501,William G. Paden Elementary,K-5,Alameda Unified,297,42.1,71.4,24.7
1502,Occs:chep/Pchs,K-12,Orange County Department Of Education,1095,22.2,71.3,49.7
1503,Joaquin Miller Elementary,K-5,Oakland Unified,425,23.3,71.3,23.6
1504,International School of Monterey,K-8,Monterey Peninsula Unified,419,16.5,71.3,17.4
1505,George Washington Elementary,K-5,Burbank Unified,432,49.8,71.3,19.6
1506,Silverwood Elementary,K-5,Mt. Diablo Unified,480,36.7,71.3,22.8
1507,Rolling Hills Elementary,K-6,Fullerton Elementary,720,25.4,71.3,31.3
1508,Caleb Greenwood Elementary,K-6,Sacramento City Unified,478,33.5,71.3,28.1
1509,Taylor (Bertha) Elementary,K-6,Oak Grove Elementary,632,15.5,71.3,27.4
1510,White Point Elementary,K-6,Los Angeles Unified,386,26.9,71.2,22.7
1511,Knollwood Preparatory Academy,K-5,Los Angeles Unified,424,58.0,71.2,21.2
1512,Woodside Elementary,K-5,Mt. Diablo Unified,399,37.3,71.2,23.4
1513,Glider Elementary,K-6,Oak Grove Elementary,615,34.0,71.1,27.9
1514,Norris Elementary,K-6,Norris Elementary,972,9.5,71.1,24.3
1515,Irene B. West Elementary,K-6,Elk Grove Unified,846,63.7,71.1,21.1
1516,Garfield Elementary,K-5,San Francisco Unified,223,54.7,71.1,17.1
1517,Hermosa Drive Elementary,K-6,Fullerton Elementary,501,34.5,71.1,26.3
1518,Highland Grove Elementary,K-5,Redlands Unified,533,58.7,71,26.6
1519,Bay View Academy,K-8,Monterey County Office Of Education,400,33.0,71,25
1520,Gage Elementary,K-5,San Diego Unified,474,49.0,71,24.9
1521,Loma Verde Elementary,K-6,Chula Vista Elementary,475,81.5,71,20.6
1522,Vista de Las Cruces,K-8,Vista Del Mar Union,124,45.2,71,13.7
1523,Cubberley K-8,K-8,Long Beach Unified,1036,29.4,70.9,26.5
1524,Dr. Sammy Lee Medical and Health Science Magnet Elementary,K-5,Los Angeles Unified,578,88.6,70.9,24
1525,Nuestro Elementary,K-8,Nuestro Elementary,145,37.2,70.9,18.1
1526,Jackson Academy of Music and Math (JAMM),K-8,Morgan Hill Unified,580,34.1,70.9,26.3
1527,Fern Elementary,K-5,Torrance Unified,586,38.2,70.9,26.6
1528,Lake View Elementary,K-5,Ocean View,246,63.4,70.8,22.3
1529,Discovery Charter II,K-8,Santa Clara County Office Of Education,444,7.7,70.8,21.1
1530,LaVerne Elementary Preparatory Academy,K-8,Hesperia Unified,451,63.6,70.8,22.5
1531,The Heights Charter,K-8,Dehesa Elementary,204,20.1,70.7,17
1532,Del Cerro Elementary,K-6,Saddleback Valley Unified,526,28.0,70.7,27.6
1533,NextGeneration STEAM Academy,K-8,Banta Elementary,315,36.5,70.7,22.5
1534,Angier Elementary,K-5,San Diego Unified,546,62.8,70.6,26
1535,Dona Merced Elementary,K-5,Central Elementary,582,51.9,70.6,26.4
1536,Vista Grande Elementary,K-5,Cajon Valley Union,627,35.6,70.5,25
1537,Brisbane Elementary,K-5,Brisbane Elementary,177,23.2,70.5,19.6
1538,E. M. Grimmer Elementary,K-6,Fremont Unified,472,58.5,70.5,21.4
1539,Oak Ridge Elementary,K-6,Oak Grove Elementary,512,30.1,70.5,23.2
1540,David Lubin Elementary,K-6,Sacramento City Unified,550,52.6,70.5,22.9
1541,Darby Avenue Charter,K-5,Los Angeles Unified,511,39.1,70.5,24.3
1542,College View Elementary,K-5,Ocean View,438,55.7,70.4,24.3
1543,Chet F. Harritt Elementary,K-8,Santee,625,46.7,70.4,27.1
1544,Circle of Independent Learning,K-12,Fremont Unified,304,16.5,70.4,38
1545,Grovecenter Elementary,K-5,Covina-Valley Unified,479,70.8,70.3,21.7
1546,Bitely (Arlene) Elementary,K-6,Garvey Elementary,522,88.5,70.3,24.8
1547,Keyes to Learning Charter,K-12,Keyes Union,336,25.3,70.3,22.4
1548,Serrano Elementary,K-6,Orange Unified,579,18.7,70.3,30.4
1549,Avalon Elementary,K-5,Val Verde Unified,725,71.6,70.3,29
