Rank,SchoolName,Grades,District,StudentCount,FreeDiscLunch,AverageScore,Rank2016
1,Teach Elementary,4-6,San Luis Coastal Unified,185,17.3,99.5,30.8
2,Elkhorn,4-8,Lodi Unified,272,41.5,99.4,27.2
3,La Jolla Elementary,K-5,San Diego Unified,559,9.7,99.4,23.2
4,Bullis Charter,K-8,Santa Clara County Office Of Education,744,0.7,99.4,19
5,Jack L. Weaver Elementary,K-5,Los Alamitos Unified,685,4.4,99.3,26.3
6,William Faria Elementary,K-5,Cupertino Union,693,0.4,99.3,25.6
7,North Star Academy,3-8,Redwood City Elementary,523,10.1,99.3,27.5
8,Ocean Air,K-6,Del Mar Union Elementary,738,1.4,99.3,23.8
9,Valentine Elementary,K-5,San Marino Unified,561,2.5,99.2,21.5
10,Manchester Gate,2-6,Fresno Unified,752,55.3,99.2,30
11,Nelson S. Dilworth Elementary,K-5,Cupertino Union,460,2.6,99.2,21.9
12,Pacific Rim Elementary,K-5,Carlsbad Unified,799,5.1,99.2,26.6
13,Murdock-Portal Elementary,K-5,Cupertino Union,573,1.4,99.1,26
14,Herbert Hoover Elementary,K-5,Palo Alto Unified,406,6.9,99.1,20.3
15,Wonderland Avenue Elementary,K-5,Los Angeles Unified,521,7.7,99.1,26
16,J. M. Amador Elementary,K-5,Dublin Unified,741,1.1,99.1,22.4
17,John Gomes Elementary,K-6,Fremont Unified,820,4.3,99,24.8
18,Wagner Ranch Elementary,K-5,Orinda Union Elementary,403,1.0,99,22.3
19,Del Mar Heights Elementary,K-6,Del Mar Union Elementary,459,3.9,99,21.8
20,Mission San Jose Elementary,K-6,Fremont Unified,622,2.6,99,28.2
21,Covington Elementary,K-6,Los Altos Elementary,559,2.3,99,22.3
22,Argonaut Elementary,K-5,Saratoga Union Elementary,391,0.8,99,19.5
23,Ethan B. Allen Elementary,K-6,Garden Grove Unified,821,31.1,99,28.3
24,Carver Elementary,K-5,San Marino Unified,586,2.6,99,21.7
25,Accelerated Achievement Academy,4-8,Hollister,139,54.0,98.9,23.1
26,Del Rey Elementary,K-5,Orinda Union Elementary,407,0.0,98.9,23.9
27,Wildwood Elementary,K-5,Piedmont City Unified,312,0.0,98.8,22.2
28,Roscomare Road Elementary,K-5,Los Angeles Unified,453,4.6,98.8,22.6
29,Millikin Elementary,K-5,Santa Clara Unified,522,3.6,98.8,29
30,Williams Elementary,K-5,San Jose Unified,693,3.9,98.7,28.8
31,Stevenson Ranch Elementary,K-6,Newhall,793,7.3,98.7,24.7
32,Golden Elementary,K-6,Placentia-Yorba Linda Unified,829,10.6,98.7,29.6
33,Springer Elementary,K-6,Los Altos Elementary,522,2.5,98.7,21.7
34,Solana Pacific Elementary,4-6,Solana Beach Elementary,576,4.2,98.7,25
35,Beach Elementary,K-5,Piedmont City Unified,335,1.8,98.7,20.9
36,Canyon Charter Elementary,K-5,Los Angeles Unified,400,4.3,98.7,23.5
37,Blue Hills Elementary,K-5,Cupertino Union,383,2.9,98.7,21.2
38,William Regnart Elementary,K-5,Cupertino Union,531,2.5,98.7,24.1
39,Tom Matsumoto Elementary,K-6,Evergreen Elementary,762,5.1,98.6,25.4
40,Silver Spur Elementary,K-5,Palos Verdes Peninsula Unified,547,1.8,98.6,26
41,Naples Elementary,K-5,Long Beach Unified,372,11.6,98.6,28.6
42,Forest Hill Elementary,K-5,Campbell Union,631,9.7,98.6,26.2
43,Palm Crest Elementary,K-6,La Canada Unified,614,2.0,98.5,21.9
44,Turtle Rock Elementary,K-6,Irvine Unified,883,12.6,98.5,29.4
45,Tustin Memorial Elementary,K-5,Tustin Unified,618,7.0,98.5,29.4
46,L. P. Collins Elementary,K-5,Cupertino Union,719,1.8,98.5,23.9
47,Warm Springs Elementary,3-6,Fremont Unified,886,4.7,98.5,27.6
48,Dingeman Elementary,K-5,San Diego Unified,858,7.5,98.5,27.6
49,Jerabek Elementary,K-5,San Diego Unified,647,6.8,98.5,24.8
50,Frank L. Huff Elementary,K-5,Mountain View Whisman,572,7.0,98.5,26
51,Golden View Elementary,K-5,San Ramon Valley Unified,690,4.9,98.5,23.7
52,La Canada Elementary,K-6,La Canada Unified,672,2.1,98.5,24
53,Carmel Del Mar Elementary,K-6,Del Mar Union Elementary,537,5.4,98.4,22.3
54,Franklin Elementary,K-5,Santa Monica-Malibu Unified,831,5.8,98.4,24.4
55,Alamo Elementary,K-5,San Ramon Valley Unified,378,2.1,98.4,25.2
56,Forest Park Elementary,K-6,Fremont Unified,1022,4.8,98.4,28.3
57,Coyote Creek Elementary,K-5,San Ramon Valley Unified,1052,4.2,98.4,25
58,North Hillsborough,K-5,Hillsborough City Elementary,323,0.9,98.4,17.9
59,Happy Valley Elementary,K-5,Lafayette Elementary,526,0.6,98.4,23.9
60,Old Mill Elementary,K-5,Mill Valley Elementary,328,0.9,98.3,23.4
61,Camarillo Academy of Progressive Education,K-12,Oxnard Union High,569,6.2,98.2,23.7
62,Elevate Elementary,K-5,San Diego Unified,214,46.7,98.2,21.4
63,Robert C. Fisler Elementary,K-8,Fullerton Elementary,914,5.4,98.2,29.4
64,Gonsalves (Joe A.) Elementary,K-6,ABC Unified,643,19.0,98.2,25.7
65,Deer Canyon Elementary,K-5,Poway Unified,504,8.5,98.2,24
66,Hidden Hills Elementary,K-5,San Ramon Valley Unified,1000,3.1,98.2,26.3
67,Franklin Elementary,K-5,Burlingame Elementary,609,3.1,98.1,25.3
68,Sleepy Hollow Elementary,K-5,Orinda Union Elementary,389,0.8,98.1,24.3
69,Leal (Frank C.) Elementary,K-6,ABC Unified,739,17.2,98.1,26.3
70,James S. Fugman Elementary,K-6,Clovis Unified,810,10.1,98.1,28.9
71,Huntington Seacliff Elementary,K-5,Huntington Beach City Elementary,728,4.4,98.1,28
72,R. I. Meyerholz Elementary,K-5,Cupertino Union,776,3.6,98.1,24.2
73,Oxford Preparatory Academy - South Orange County,K-8,Capistrano Unified,878,10.7,98.1,29.2
74,Lafayette Elementary,K-5,Lafayette Elementary,546,4.4,98.1,24.8
75,Solana Ranch Elementary,K-6,Solana Beach Elementary,529,4.0,98.1,22
76,Overland Avenue Elementary,K-5,Los Angeles Unified,500,6.8,98.1,22.7
77,Graystone Elementary,K-5,San Jose Unified,651,7.2,98.1,25
78,Glorietta Elementary,K-5,Orinda Union Elementary,443,0.7,98.1,24.6
79,Richard Henry Lee Elementary,K-5,Los Alamitos Unified,658,14.4,98.1,26.3
80,Francis Hopkinson Elementary,K-5,Los Alamitos Unified,702,6.7,98.1,26
81,Abraham Lincoln Elementary,K-5,Cupertino Union,663,1.2,98,25.5
82,Del Mar Hills Elementary,K-6,Del Mar Union Elementary,322,7.5,98,21.4
83,Ross Elementary,K-8,Ross Elementary,384,0.0,98,14.7
84,Torrey Pines Elementary,K-5,San Diego Unified,503,12.1,98,22.8
85,Gardner Bullis Elementary,K-6,Los Altos Elementary,352,0.9,98,25.1
86,Tulita Elementary,K-5,Redondo Beach Unified,522,13.6,98,24.8
87,Montecito Union,K-6,Montecito Union Elementary,438,8.0,98,16.2
88,Chinese Immersion School at DeAvila,K-5,San Francisco Unified,405,14.8,98,23.8
89,Christa McAuliffe Elementary,K-8,Cupertino Union,486,2.5,98,22
90,Pico Canyon Elementary,K-6,Newhall,956,14.8,97.9,25.1
91,Pacific Elementary,K-5,Manhattan Beach Unified,627,1.6,97.9,23.2
92,Oak Avenue Elementary,K-6,Los Altos Elementary,444,1.1,97.9,23.3
93,Arroyo Vista Elementary,K-5,South Pasadena Unified,703,10.1,97.9,23.4
94,R. Roger Rowe Elementary,K-5,Rancho Santa Fe Elementary,427,1.9,97.9,17
95,Sage Canyon,K-6,Del Mar Union Elementary,753,1.5,97.9,22.1
96,Oak Knoll Elementary,K-5,Menlo Park City Elementary,738,4.3,97.9,19.4
97,Park Village Elementary,K-5,Poway Unified,635,5.5,97.9,25.4
98,Russell Ranch Elementary,K-5,Folsom-Cordova Unified,672,4.6,97.8,25.8
99,Warner Avenue Elementary,K-5,Los Angeles Unified,698,6.6,97.8,23.2
100,Sandpiper Elementary,K-5,Belmont-Redwood Shores Elementary,502,4.6,97.8,25.1
101,Bollinger Canyon Elementary,K-5,San Ramon Valley Unified,607,4.0,97.8,23.3
102,College Park Elementary,K-5,San Mateo-Foster City,455,7.0,97.8,25.2
103,Brywood Elementary,K-6,Irvine Unified,579,15.2,97.8,30.4
104,Palisades Charter Elementary,K-5,Los Angeles Unified,525,5.7,97.8,22.8
105,Brookside Elementary,K-5,Ross Valley Elementary,369,7.1,97.8,21.7
106,Joshua Chadbourne Elementary,K-6,Fremont Unified,788,6.7,97.8,27.1
107,Balboa Gifted/High Ability Magnet Elementary,1-5,Los Angeles Unified,748,23.8,97.8,28.7
108,Holmes Elementary,K-6,San Diego Unified,550,21.6,97.8,27.5
109,Roosevelt Elementary,K-5,Santa Monica-Malibu Unified,798,12.2,97.7,23.4
110,Top of the World Elementary,K-5,Laguna Beach Unified,639,4.9,97.7,22
111,Ardenwood Elementary,K-6,Fremont Unified,989,7.6,97.7,27.4
112,Cornerstone at Pedregal Elementary,K-5,Palos Verdes Peninsula Unified,403,1.5,97.7,25.1
113,Garden Gate Elementary,K-5,Cupertino Union,680,1.8,97.7,24.2
114,Stevenson Elementary,K-5,Mountain View Whisman,388,9.3,97.7,25.8
115,John Green Elementary,K-5,Dublin Unified,891,2.2,97.7,24.7
116,Orchard Hills,K-8,Tustin Unified,1156,11.2,97.7,28.9
117,Camino Pablo Elementary,K-5,Moraga Elementary,402,1.0,97.7,21.1
118,Kensington Elementary,K-6,West Contra Costa Unified,534,6.2,97.7,26.7
119,Cumberland Elementary,K-5,Sunnyvale,745,5.8,97.7,24
120,La Entrada Middle,4-8,Las Lomitas Elementary,803,4.5,97.7,20.5
121,Juana Briones Elementary,K-5,Palo Alto Unified,335,12.8,97.7,19.7
122,Live Oak Elementary,K-5,San Ramon Valley Unified,1125,4.4,97.6,25.5
123,Central Elementary,K-5,Belmont-Redwood Shores Elementary,449,4.2,97.6,26.4
124,Lucille M. Nixon Elementary,K-5,Palo Alto Unified,473,8.9,97.6,18.9
125,Del Sur Elementary,K-5,Poway Unified,705,9.2,97.6,27.1
126,Scripps Elementary,K-5,San Diego Unified,753,8.6,97.6,26.8
127,Paradise Canyon Elementary,K-6,La Canada Unified,717,1.8,97.6,23.9
128,Guadalupe Elementary,K-5,Union Elementary,567,6.4,97.6,23.6
129,Mound Elementary,K-5,Ventura Unified,569,8.3,97.6,25.8
130,Blossom Hill Elementary,K-5,Los Gatos Union Elementary,668,2.0,97.6,23.8
131,Stonegate Elementary,K-6,Irvine Unified,1031,9.5,97.6,30.3
132,Yu Ming Charter,K-8,Alameda County Office Of Education,307,6.8,97.6,21.9
133,Fairlands Elementary,K-5,Pleasanton Unified,785,6.9,97.5,27
134,Foothill Elementary,K-5,Saratoga Union Elementary,360,2.2,97.5,16.3
135,Henry P. Mohr Elementary,K-5,Pleasanton Unified,621,5.5,97.5,27
136,Creekside Elementary,K-5,Poway Unified,564,8.7,97.5,25.6
137,Jensen Ranch Elementary,K-5,Castro Valley Unified,439,5.2,97.5,25.8
138,Welby Way Charter Elementary School And Gifted-High Ability Magnet,K-5,Los Angeles Unified,810,11.9,97.5,26.1
139,Cold Spring Elementary,K-6,Cold Spring Elementary,151,2.0,97.5,15.1
140,Portola Springs Elementary,K-6,Irvine Unified,626,4.8,97.5,26
141,Arnold Adreani Elementary,K-6,Elk Grove Unified,809,26.1,97.4,21.2
142,Mission Valley Elementary,K-6,Fremont Unified,670,7.8,97.4,24.8
143,Silver Oak Elementary,K-6,Evergreen Elementary,654,2.3,97.4,27.2
144,Corte Madera,4-8,Portola Valley Elementary,356,6.7,97.4,16.9
145,Los Coyotes Elementary,K-6,Centralia Elementary,533,19.7,97.4,26.6
146,Flora Vista Elementary,K-6,Encinitas Union Elementary,438,4.8,97.4,24.3
147,Olivenhain Pioneer Elementary,K-6,Encinitas Union Elementary,587,2.6,97.3,24.4
148,Donald L. Rheem Elementary,K-5,Moraga Elementary,410,2.2,97.3,22.7
149,Bellevue-Santa Fe Charter,K-6,San Luis Coastal Unified,160,5.0,97.3,22.8
150,Point Vicente Elementary,K-5,Palos Verdes Peninsula Unified,374,8.6,97.3,23.3
151,West Hollywood Elementary,K-5,Los Angeles Unified,387,15.0,97.3,25.8
152,Havens Elementary,K-5,Piedmont City Unified,497,0.6,97.3,22.5
153,El Camino Creek Elementary,K-6,Encinitas Union Elementary,643,3.3,97.3,25.7
154,Aurelia Pennekamp Elementary,K-5,Manhattan Beach Unified,560,1.6,97.2,25.4
155,Baldwin Stocker Elementary,K-5,Arcadia Unified,709,15.9,97.2,27.2
156,Fred E. Weibel Elementary,K-6,Fremont Unified,880,6.0,97.2,29.3
157,Clover Avenue Elementary,K-5,Los Angeles Unified,604,20.7,97.2,24.1
158,C. B. Eaton Elementary,K-5,Cupertino Union,555,2.5,97.2,23.1
159,Washington Elementary,K-5,Santa Clara Unified,345,9.9,97.2,31.3
160,Austin Creek Elementary,K-6,Rincon Valley Union Elementary,420,5.2,97.2,23.3
161,S. A. Moffett Elementary,K-5,Huntington Beach City Elementary,559,10.9,97.2,29.4
162,Oak Hills Elementary,K-5,Oak Park Unified,532,4.1,97.1,26.6
163,Monte Vista Elementary,K-6,Glendale Unified,764,11.0,97.1,26.3
164,Sandra J. Gallardo Elementary,K-5,Folsom-Cordova Unified,551,7.3,97.1,26.2
165,Opal Robinson Elementary,K-5,Manhattan Beach Unified,408,1.7,97.1,24
166,Oster Elementary,K-5,Union Elementary,553,12.1,97.1,25.1
167,Ralph E. Hawes Elementary,K-5,Huntington Beach City Elementary,668,8.5,97.1,27.8
168,Carolyn A. Clark Elementary,K-6,Evergreen Elementary,732,7.4,97.1,25.2
169,Encinal Elementary,K-5,Menlo Park City Elementary,765,6.0,97.1,18.2
170,Newland (William T.) Elementary,K-5,Fountain Valley Elementary,486,14.6,97.1,25.5
171,Phoebe Apperson Hearst Elementary,K-5,Pleasanton Unified,689,7.4,97.1,26.5
172,Willow Grove Elementary,K-5,Poway Unified,764,10.5,97,25.4
173,Wade Thomas Elementary,K-5,Ross Valley Elementary,398,8.5,97,22.1
174,Harold William Kolb,K-5,Dublin Unified,836,3.6,97,25.3
175,Duveneck Elementary,K-5,Palo Alto Unified,479,6.1,97,19.9
176,Valley View Elementary,K-6,Rocklin Unified,421,8.3,97,26.3
177,Vintage Hills Elementary,K-5,Pleasanton Unified,611,2.8,96.9,24.4
178,Ashley Falls Elementary,K-6,Del Mar Union Elementary,410,4.2,96.9,20.5
179,Carlton Elementary,K-5,Union Elementary,692,5.5,96.9,24.7
180,Country Springs Elementary,K-6,Chino Valley Unified,529,15.1,96.9,25.1
181,Phoebe A. Hearst Elementary,K-6,Sacramento City Unified,642,22.1,96.9,30.5
182,Vista Verde,K-8,Irvine Unified,947,3.8,96.9,27.8
183,Marengo Elementary,K-5,South Pasadena Unified,753,14.3,96.9,25.1
184,Loyola Elementary,K-6,Los Altos Elementary,505,1.2,96.9,22.9
185,Marin Elementary,K-5,Albany City Unified,497,13.7,96.9,23.6
186,Longley Way Elementary,K-5,Arcadia Unified,494,27.5,96.9,22.4
187,Monterey Ridge Elementary,K-5,Poway Unified,1038,5.3,96.9,25.9
188,West Hillsborough,K-5,Hillsborough City Elementary,381,0.0,96.9,21.1
189,Acacia Elementary,K-6,Fullerton Elementary,716,14.5,96.9,32.5
190,Walter Hays Elementary,K-5,Palo Alto Unified,463,8.0,96.8,17.8
191,Santiago Hills Elementary,K-6,Irvine Unified,625,10.2,96.8,25
192,Cherry Chase Elementary,K-5,Sunnyvale,852,2.5,96.8,25
193,Grand View Elementary,K-5,Manhattan Beach Unified,733,1.2,96.8,23.6
194,Roy O. Andersen Elementary,K-6,Newport-Mesa Unified,371,4.0,96.8,24.7
195,Louis E. Stocklmeir Elementary,K-5,Cupertino Union,1192,2.9,96.8,23.3
196,James Franklin Smith Elementary,K-6,Evergreen Elementary,742,7.8,96.8,26.5
197,Oak Hills Elementary,K-6,Newhall,589,8.0,96.8,25.6
198,Foothill Elementary,K-6,Goleta Union Elementary,446,16.4,96.8,22.3
199,Stone Creek Elementary,K-6,Irvine Unified,588,10.0,96.8,30.9
200,Ulloa Elementary,K-5,San Francisco Unified,514,58.8,96.7,23.3
201,Curie Elementary,K-5,San Diego Unified,587,14.1,96.7,26.6
202,Evergreen Elementary,K-6,Evergreen Elementary,787,7.6,96.7,26.2
203,Dwight D. Eisenhower Elementary,K-5,Cupertino Union,668,6.4,96.7,23
204,Montclaire Elementary,K-5,Cupertino Union,480,1.9,96.6,22.8
205,Santa Rosa Technology Magnet,K-8,Pleasant Valley,592,8.3,96.6,23.6
206,Hollister Prep,K-8,Hollister,302,16.9,96.6,27.4
207,Red Oak Elementary,K-5,Oak Park Unified,595,6.2,96.6,25.8
208,West Valley Elementary,K-5,Cupertino Union,633,2.4,96.6,25.3
209,Peters Canyon Elementary,K-5,Tustin Unified,560,5.4,96.6,28
210,Sycamore Ridge,K-6,Del Mar Union Elementary,481,9.8,96.6,20.9
211,Leonard G. Westhoff Elementary,K-5,Walnut Valley Unified,603,10.0,96.6,27.4
212,Lincoln Elementary,K-5,Burlingame Elementary,486,6.8,96.6,24.3
213,Canyon View Elementary,K-6,Irvine Unified,801,6.4,96.6,28.6
214,John Muir Elementary,K-5,Cupertino Union,400,2.3,96.5,25
215,Harbor View Elementary,K-6,Newport-Mesa Unified,428,5.8,96.5,23.7
216,Los Perales Elementary,K-5,Moraga Elementary,393,1.3,96.5,21.8
217,Lawton Alternative Elementary,K-8,San Francisco Unified,599,49.8,96.5,22.1
218,Bird Rock Elementary,K-5,San Diego Unified,516,8.1,96.5,28.6
219,Almond Elementary,K-6,Los Altos Elementary,536,8.4,96.5,24.3
220,Mt. Everest Academy,K-12,San Diego Unified,263,24.3,96.5,18.7
221,Fairburn Avenue Elementary,K-5,Los Angeles Unified,454,7.9,96.5,23.8
222,Morris E. Dailey Charter Elementary,K-5,Fresno Unified,348,35.3,96.5,29
223,KIPP Raices Academy,K-4,Los Angeles Unified,548,91.2,96.5,19.5
224,Palo Verde Elementary,K-5,Palo Alto Unified,415,3.6,96.5,20.7
225,Margaret Landell Elementary,K-6,Cypress Elementary,731,10.9,96.4,28.1
226,Vista Grande Elementary,K-5,Palos Verdes Peninsula Unified,439,2.3,96.4,25.8
227,Dapplegray Elementary,K-5,Palos Verdes Peninsula Unified,599,4.3,96.4,27.2
228,Rossmoor Elementary,K-5,Los Alamitos Unified,648,11.9,96.4,25.9
229,Stone Ranch Elementary,K-5,Poway Unified,956,4.8,96.4,25.8
230,Gilroy Prep (A Navigator School),K-8,Gilroy Unified,417,51.1,96.4,27.8
231,Creekside Elementary,K-5,San Ramon Valley Unified,749,3.6,96.3,24.1
232,Solana Santa Fe Elementary,K-6,Solana Beach Elementary,348,5.2,96.3,19.3
233,Mission Estancia Elementary,K-6,Encinitas Union Elementary,537,7.1,96.3,24.4
234,John H. Eader Elementary,K-5,Huntington Beach City Elementary,611,12.6,96.3,29
235,Burton Valley Elementary,K-5,Lafayette Elementary,798,1.4,96.3,23.4
236,Foster City Elementary,K-5,San Mateo-Foster City,897,1.8,96.3,24.9
237,Lakeview Elementary,K-5,Rescue Union Elementary,525,4.4,96.3,23.8
238,Heather Elementary,K-4,San Carlos Elementary,432,11.6,96.2,20.5
239,Country Lane Elementary,K-5,Moreland,659,10.0,96.2,23.5
240,Stevens Creek Elementary,K-5,Cupertino Union,606,2.2,96.2,25.2
241,Springhill Elementary,K-5,Lafayette Elementary,486,2.5,96.2,20.2
242,Meadows Avenue Elementary,K-5,Manhattan Beach Unified,431,4.4,96.2,23.9
243,Santa Rita Elementary,K-6,Los Altos Elementary,558,13.3,96.2,22.3
244,Simonds Elementary,K-5,San Jose Unified,737,5.7,96.2,27.2
245,Adobe Bluffs Elementary,K-5,Poway Unified,352,10.2,96.2,23.4
246,Circle View Elementary,K-5,Ocean View,677,18.9,96.1,27
247,Amelia Earhart Elementary,K-5,Alameda Unified,622,7.4,96.1,24.8
248,Colfax Charter Elementary,K-5,Los Angeles Unified,682,22.1,96.1,26.2
249,Saratoga Elementary,K-5,Saratoga Union Elementary,355,0.9,96,19.7
250,Terra Vista Elementary,K-5,Etiwanda Elementary,804,32.6,96,22.9
251,Cipriani Elementary,K-5,Belmont-Redwood Shores Elementary,365,2.7,96,24.3
252,Jefferson Elementary,K-5,Redondo Beach Unified,639,5.2,96,25.5
253,Sycamore Valley Elementary,K-5,San Ramon Valley Unified,643,1.2,96,24.7
254,Newport Coast Elementary,K-6,Newport-Mesa Unified,549,4.4,95.9,23.8
255,Parkmont Elementary,K-6,Fremont Unified,895,9.7,95.9,27.1
256,Woodland Hills Elementary Charter For Enriched Studies,K-5,Los Angeles Unified,712,12.4,95.9,25.4
257,Holly Avenue Elementary,K-5,Arcadia Unified,705,27.4,95.9,25.1
258,Ohlone Elementary,K-5,Palo Alto Unified,600,2.7,95.9,19.3
259,Edna Maguire Elementary,K-5,Mill Valley Elementary,573,3.3,95.9,22
260,Ericson Elementary,K-5,San Diego Unified,723,40.9,95.9,24.9
261,Broadway Elementary,K-6,Los Angeles Unified,601,20.6,95.9,25
262,Roosevelt Elementary,K-5,Burlingame Elementary,347,10.7,95.9,21.6
263,Addison Elementary,K-5,Palo Alto Unified,475,11.0,95.9,21.5
264,Quail Summit Elementary,K-5,Walnut Valley Unified,663,13.4,95.8,27.6
265,Torrey Hills,K-6,Del Mar Union Elementary,631,2.9,95.8,22.5
266,William Brooks Elementary,K-5,Buckeye Union Elementary,517,7.5,95.8,25.8
267,James Dougherty Elementary,K-5,Dublin Unified,874,2.2,95.8,24.2
268,Clay Elementary,K-8,Clay Joint Elementary,236,21.2,95.7,26.2
269,Kimberly Elementary,K-5,Redlands Unified,589,37.4,95.7,24.5
270,Aviara Oaks Elementary,K-5,Carlsbad Unified,700,16.3,95.7,28
271,Courreges (Roch) Elementary,K-5,Fountain Valley Elementary,670,14.8,95.7,27.9
272,Fairmont Elementary,K-6,Placentia-Yorba Linda Unified,908,10.1,95.7,29.2
273,Patton Elementary,K-6,Garden Grove Unified,1008,25.6,95.7,26.5
274,Lang Ranch,K-5,Conejo Valley Unified,665,6.3,95.7,22.9
275,Liberty Elementary,1-6,Liberty Elementary,175,16.0,95.7,25
276,South Hillsborough,K-5,Hillsborough City Elementary,243,0.0,95.7,17.3
277,Veterans Elementary,K-6,Chula Vista Elementary,910,21.0,95.7,24.5
278,Arma J. Shull Elementary,K-5,Bonita Unified,604,33.9,95.7,27.4
279,Noddin Elementary,K-5,Union Elementary,652,10.9,95.7,25
280,Sunset View Elementary,K-4,San Diego Unified,478,14.2,95.7,23.9
281,Alta Vista Elementary,K-5,Union Elementary,647,2.8,95.7,24.8
282,Marvin Elementary,K-5,San Diego Unified,421,26.1,95.7,23.3
283,Miramar Ranch Elementary,K-5,San Diego Unified,758,17.0,95.7,26.1
284,Cerritos Elementary,K-6,ABC Unified,668,17.8,95.6,27.8
285,Strawberry Point Elementary,K-5,Mill Valley Elementary,416,9.4,95.6,23.1
286,Marshall Lane Elementary,K-5,Campbell Union,572,7.2,95.6,24.8
287,Crescent Elementary,K-6,Orange Unified,782,14.3,95.6,30
288,La Costa Heights Elementary,K-6,Encinitas Union Elementary,711,6.6,95.6,24.5
289,Alta Vista Elementary,K-5,Redondo Beach Unified,664,10.7,95.6,23.7
290,Lowell Elementary,K-5,Long Beach Unified,747,13.3,95.6,27.6
291,Chabot Elementary,K-5,Oakland Unified,567,14.1,95.6,25.7
292,Union Street Charter,K-5,Arcata Elementary,99,13.1,95.6,16.5
293,Fairmeadow Elementary,K-5,Palo Alto Unified,514,7.4,95.5,21.4
294,John Baldwin Elementary,K-5,San Ramon Valley Unified,576,1.7,95.5,25
295,El Marino Elementary,K-5,Culver City Unified,827,9.6,95.5,23.6
296,Anza Elementary,K-5,Torrance Unified,626,10.2,95.5,26
297,Soleado Elementary,K-5,Palos Verdes Peninsula Unified,459,3.9,95.5,27
298,Woodside Elementary,K-8,Woodside Elementary,409,10.0,95.5,11.3
299,Laurel Elementary,K-5,Menlo Park City Elementary,542,8.3,95.4,20
300,Oak Meadow Elementary,K-5,Buckeye Union Elementary,758,7.8,95.4,25.2
301,Sunset Elementary,K-5,San Francisco Unified,403,26.8,95.4,22.3
302,Carmel River Elementary,K-5,Carmel Unified,455,6.4,95.4,20.6
303,Porter Ranch Community,K-8,Los Angeles Unified,1093,9.2,95.4,26
304,Laguna Road Elementary,K-6,Fullerton Elementary,666,9.5,95.3,31.7
305,Cove,K-5,Larkspur-Corte Madera,452,9.5,95.3,25.1
306,Lilienthal (Claire) Elementary,K-8,San Francisco Unified,678,23.0,95.3,21.8
307,El Carmelo Elementary,K-5,Palo Alto Unified,395,11.4,95.3,20.7
308,Hillcrest Elementary,K-8,Oakland Unified,366,5.5,95.2,26.1
309,Dixie Elementary,K-5,Dixie Elementary,397,2.8,95.2,20.8
310,Tice Creek,K-8,Walnut Creek Elementary,298,3.7,95.2,22.9
311,D. J. Sedgwick Elementary,K-5,Cupertino Union,644,4.0,95.2,24.7
312,El Rodeo Elementary,K-8,Beverly Hills Unified,684,5.9,95.2,17.1
313,Willow Elementary,K-5,Las Virgenes Unified,587,3.9,95.2,23.4
314,Park Elementary,K-5,Mill Valley Elementary,348,0.9,95.2,23.2
315,Robert E. Willett Elementary,K-6,Davis Joint Unified,529,14.2,95.1,26.4
316,Peabody (George) Elementary,K-5,San Francisco Unified,276,26.1,95.1,23
317,Rolling Ridge Elementary,K-6,Chino Valley Unified,540,25.7,95.1,25.7
318,Rancho Romero Elementary,K-5,San Ramon Valley Unified,497,1.8,95.1,26.1
319,Brewer Island Elementary,K-5,San Mateo-Foster City,696,4.3,95.1,24.8
320,Pantera Elementary,K-6,Pomona Unified,371,37.2,95.1,26.5
321,Skyline Elementary,K-6,Solana Beach Elementary,520,16.2,95,23.6
322,Los Alamitos Elementary,K-5,San Jose Unified,749,10.6,95,27.7
323,Deerfield Elementary,K-6,Irvine Unified,656,17.5,95,29.8
324,Hicks Canyon Elementary,K-5,Tustin Unified,936,12.3,95,28.3
325,Creekside Charter,K-6,Newcastle Elementary,136,16.9,95,17
326,Westpark Elementary,K-6,Irvine Unified,798,12.5,95,27.5
327,Arundel Elementary,K-4,San Carlos Elementary,527,4.7,95,23.9
328,Brookhaven Elementary,K-6,Placentia-Yorba Linda Unified,566,14.1,94.9,28.3
329,Rocklin Academy,K-6,Rocklin Unified,370,4.1,94.9,26.4
330,Tamalpais Valley Elementary,K-5,Mill Valley Elementary,494,2.6,94.9,23.5
331,John Sinnott Elementary,K-6,Milpitas Unified,775,15.1,94.9,25.8
332,Bel Aire Elementary,3-5,Reed Union Elementary,555,3.1,94.9,23.1
333,Sun Valley Elementary,K-5,San Rafael City Elementary,506,17.0,94.9,23
334,Carpenter Community Charter,K-5,Los Angeles Unified,946,5.4,94.9,26.2
335,Sycamore Canyon,K-8,Conejo Valley Unified,1313,1.6,94.9,23.8
336,Carrillo Elementary,K-5,San Marcos Unified,1050,15.4,94.9,25.6
337,Kenter Canyon Elementary Charter,K-5,Los Angeles Unified,537,5.8,94.9,25.5
338,Green Valley Elementary,K-5,San Ramon Valley Unified,526,1.0,94.8,25
339,Walnut Heights Elementary,K-5,Walnut Creek Elementary,392,9.4,94.8,23
340,Kelly Elementary,K-5,Carlsbad Unified,403,7.2,94.8,23.7
341,Redwood Shores Elementary,K-5,Belmont-Redwood Shores Elementary,499,3.2,94.8,24.9
342,Lydiksen Elementary,K-5,Pleasanton Unified,690,5.8,94.8,24.6
343,Quail Run Elementary,K-5,San Ramon Valley Unified,1028,7.7,94.8,23.9
