,District,Avg HS Score,Avg MS Score,Avg ES Score,avg,Rank score (2017)
315,Dos Palos Oro Loma Joint Unified,36.35,61.6,12.9,36.95,22.3
312,Lone Pine Unified,36.7,36.7,37.3,36.9,39.2
275,Calaveras County Office Of Education,40.6,40.6,28.7,36.63333333333333,
318,Fillmore Unified,35.550000000000004,56.7,17.55,36.6,21.5
199,Klamath-Trinity Joint Unified,49.6,49.6,9.399999999999999,36.199999999999996,
281,State Board Of Education - Lifeline Education Charter,40.1,40.1,27.8,36.0,
360,Delhi Unified,28.6,48.2,31.066666666666666,35.955555555555556,30.4
337,Armona Union Elementary,33.3,52.3,21.6,35.73333333333333,22.6
262,Los Molinos Unified,42.5,42.5,21.75,35.583333333333336,32.1
321,Denair Unified,35.25,55.0,16.2,35.483333333333334,
261,Corcoran Joint Unified,42.5,42.5,21.0,35.333333333333336,
330,Spencer Valley Elementary,34.35,48.0,22.9,35.083333333333336,
338,Madera Unified,33.2,45.900000000000006,25.92631578947368,35.00877192982456,29.799999999999997
352,Burton Elementary,31.4,43.6,28.999999999999993,34.666666666666664,32.0
343,Montebello Unified,32.21666666666667,42.825,28.817647058823532,34.61977124183007,28.4
256,Laton Joint Unified,42.8,42.8,17.7,34.43333333333333,26.1
377,Cutler-Orosi Joint Unified,22.6,36.9,43.599999999999994,34.36666666666667,33.9
378,Riverside County Office Of Education,20.68333333333333,58.3,23.3,34.09444444444444,21.7
237,Golden Plains Unified,44.8,44.8,12.625,34.074999999999996,20.1
364,Lynwood Unified,27.900000000000002,43.0,30.16666666666667,33.68888888888889,28.6
249,Biggs Unified,43.8,43.8,13.3,33.63333333333333,20.5
379,Alameda County Office Of Education,20.333333333333332,41.4,38.559999999999995,33.43111111111111,28.800000000000004
316,Loleta Union Elementary,36.1,36.1,27.5,33.233333333333334,30.099999999999998
373,Banning Unified,25.566666666666666,54.1,19.799999999999997,33.15555555555556,18.1
356,Rialto Unified,29.54,42.76666666666667,26.91052631578947,33.072397660818716,25.0
370,Pittsburg Unified,26.45,43.8,28.2875,32.84583333333333,25.6
311,Emery Unified,37.0,37.0,23.8,32.6,22.3
336,North Monterey County Unified,33.4,45.4,18.975,32.59166666666667,22.3
380,Dinuba Unified,19.96666666666667,39.2,37.03333333333334,32.06666666666667,33.5
349,Konocti Unified,31.533333333333335,53.3,9.7,31.51111111111111,12.7
375,Southern Kern Unified,23.833333333333332,50.4,19.4,31.21111111111111,19.5
372,Gonzales Unified,25.799999999999997,43.4,23.9,31.03333333333333,20.2
272,Fort Sage Unified,41.3,41.3,8.6,30.399999999999995,
361,Barstow Unified,28.55,39.6,22.2,30.11666666666667,26.6
366,Hilmar Unified,27.75,45.0,17.6,30.116666666666664,23.8
342,Coachella Valley Unified,32.379999999999995,39.46666666666666,18.135714285714283,29.994126984126982,17.2
367,Calexico Unified,27.55,45.6,16.0,29.71666666666667,17.9
376,Coalinga-Huron Unified,23.733333333333334,50.9,12.6,29.077777777777772,15.1
368,Mojave Unified,27.5,37.1,11.45,25.349999999999998,14.2
